story,chunk,lang,sentences,chunk_sent_num,chunk_prop_num,sent_num,prop_num
2,1,rus,"И я не ошибусь, сказавши, что даже и теперь вы бы сделали над брамином то же самое, что он сделал с вами, если бы были на его месте и имели такого же сильного слугу.",26,0.9629629629629629,26,0.18055555555555555
2,1,rus,"Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.",27,1,27,0.1875
2,2,rus,"Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону. —Змея, змея! — воскликнул земледелец.",1,0.02702702702702703,28,0.19444444444444445
2,2,rus,"Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.",2,0.05405405405405406,29,0.2013888888888889
2,2,rus,"«Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек.",3,0.08108108108108109,30,0.20833333333333334
2,2,rus,"Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас.",4,0.10810810810810811,31,0.2152777777777778
2,2,rus,Ваша судьба во многом зависит от его судьбы.,5,0.13513513513513514,32,0.2222222222222222
2,2,rus,"Если бы Панду спросил у вас объяснений, то пошлите его в монастырь, где он всегда найдет меня в готовности помочь ему советом, если совет нужен ему.",6,0.16216216216216217,33,0.22916666666666666
2,2,rus,"Панду между тем приехал в Бенарес и встретил Малмеку, своего торгового приятеля, богатого банкира. — Я погиб, — сказал Малмека, — и не могу делать никаких 20 дел, если нынче же не куплю воз лучшего риса для царской кухни.",7,0.1891891891891892,34,0.2361111111111111
2,2,rus,"Есть в Бенаресе мой враг банкир, который, узнав то,, что я сделал условие с царским дворецким о том, что я доставлю ему сегодня утром воз риса, желая погубить меня, скупил весь, рис в Бенаресе.",8,0.21621621621621623,35,0.24305555555555555
2,2,rus,"Царский дворецкий не освободит меня от условия, и завтра я пропал, если Кришна не пошлет мне ангела с неба.",9,0.24324324324324326,36,0.25
2,2,rus,"В то время как Малмека жаловался на свое несчастье, Панду хватился своего кошелька.",10,0.2702702702702703,37,0.2569444444444444
2,2,rus,"Обыскав свою колесницу и не найдя его, он заподозрил своего раба Магадуту и призвал полицейских, обвинил его и, велев привязать его, жестоко мучил, чтобы вынудить от него признание.",11,0.2972972972972973,38,0.2638888888888889
2,2,rus,"Раб кричал, страдая: — Я невиновен, отпустите меня!",12,0.32432432432432434,39,0.2708333333333333
2,2,rus,Я не могу переносить этих мук!,13,0.35135135135135137,40,0.2777777777777778
2,2,rus,Я совершенно невинен в этом преступлении и страдаю теперь за грехи других!,14,0.3783783783783784,41,0.2847222222222222
2,2,rus,"О, если бы я мог выпросить прощение у того земледельца, которому я сделал зло ради моего хозяина!",15,0.40540540540540543,42,0.2916666666666667
2,2,rus,"Мучения эти, верно, служат наказанием за мою жестокость.",16,0.43243243243243246,43,0.2986111111111111
2,2,rus,"В то время как полицейские еще продолжали бить раба, земледелец подъехал к гостинице и к великому удивлению всех подал кошелек.",17,0.4594594594594595,44,0.3055555555555556
2,2,rus,"Раба тотчас же освободили из рук его мучилтелей, но, будучи недоволен своим хозяином, он убежал от него и присоединился к шайке разбойников, живших в горах.",18,0.4864864864864865,45,0.3125
2,2,rus,"Когда же Малмека услыхал, что земледелец может продать самого лучшего рису, годного для царского стола, он тотчас же купил весь воз за тройную цену, а Панду, радуясь в сердце своем возвращению денег, тотчас же поспешил в монастырь, чтобы получить от монаха те объяснения, которые он обещал ему.",19,0.5135135135135135,46,0.3194444444444444
2,2,rus,"Нарада сказал: — Я бы мог дать вам объяснение, но, зная, что вы неспособны понять духовную истину, я предпочитаю молчание.",20,0.5405405405405406,47,0.3263888888888889
2,2,rus,"Однако я дам вам общий совет: обращайтесь с каждым человеком, которого вы встретите, так же, как с самим собой, служите ему так же, как вы желали бы, чтобы вам служили.",21,0.5675675675675675,48,0.3333333333333333
2,2,rus,"Таким образом вы посеете семя добрых дел, и богатая жатва их не минует вас. — О, монах!",22,0.5945945945945946,49,0.3402777777777778
2,2,rus,"дайте мне объяснение, — сказал Панду, — и мне легче будет тогда следовать вашему совету.",23,0.6216216216216216,50,0.3472222222222222
2,2,rus,"И монах сказал: — Слушайте же, я дам вам ключ к тайне: если вы и не поймете ее, верьте тому, что я скажу вам.",24,0.6486486486486487,51,0.3541666666666667
2,2,rus,"Считать себя отдельным существом есть обман, и тот, кто направляет свой ум на то, чтобы исполнять волю этого отдельного существа, следует за ложным светом, который приведет его в бездну греха.",25,0.6756756756756757,52,0.3611111111111111
2,2,rus,"То, что мы считаем себя отдельными существами, происходит оттого, что покрывало Майи ослепляет наши глаза и мешает нам видеть неразрывную связь с нашими ближними, мешает нам проследить наше единство с душами других существ.",26,0.7027027027027027,53,0.3680555555555556
2,2,rus,Немногие знают эту истину.,27,0.7297297297297297,54,0.375
2,2,rus,"Пусть следующие слова будут вашим талисманом: «Тот, кто вредит другим, делает зло себе.",28,0.7567567567567568,55,0.3819444444444444
2,2,rus,"Тот, кто помогает другим, делает добро себе.",29,0.7837837837837838,56,0.3888888888888889
2,2,rus,Перестаньте считать себя отдельным существом — и вы вступите на путь истины.,30,0.8108108108108109,57,0.3958333333333333
2,2,rus,"Для того, чье зрение омрачено покрывалом Майи, весь мир кажется разрезанным на бесчисленные личности.",31,0.8378378378378378,58,0.4027777777777778
2,2,rus,"И такой человек не может понимать значения всеобъемлющей любви ко всему живому» Панду отвечал: — Ваши слова, почтенный господин, имеют глубокое значение, и я запомню их.",32,0.8648648648648649,59,0.4097222222222222
2,2,rus,"Я сделал небольшое добро, которое мне ничего не стоило, для бедного монаха во время моей поездки в Бенарес, и вот как благодетельны оказались его последствия.",33,0.8918918918918919,60,0.4166666666666667
2,2,rus,"Я много обязан вам, потому что без вас я не только потерял бы •свой кошелек, но не мог бы делать в Бенаресе тех торговых дел, которые значительно увеличили мое состояние.",34,0.918918918918919,61,0.4236111111111111
2,2,rus,"Кроме того, ваша заботливость и прибытие воза риса содействовали благосостоянию моего друга Малмеки.",35,0.9459459459459459,62,0.4305555555555556
2,2,rus,"Если бы все люди познали истину ваших правил, насколько лучше бы был наш мир, как уменьшилось бы зло в нем и возвысилось общее благосостояние!",36,0.972972972972973,63,0.4375
2,2,rus,"Я желал бы, чтобы истина Будды была понята всеми, и потому я хочу основать монастырь в моей родине Колшамби и приглашаю вас посетить меня с тем, чтобы я мог посвятить это место для братства учеников Будды.",37,1,64,0.4444444444444444
2,3,rus,"Прошли годы, и основанный Панду монастырь Колшамби сделался местом собрания мудрых монахов и стал известным как центр просвещения для народа.",1,0.03125,65,0.4513888888888889
2,3,rus,"В это время соседний царь, услыхав о красоте драгоценных украшений, приготовляемых Панду, послал к нему своего казначея, чтобы заказать корону чистого золота, украшенную самыми драгоценными камнями Индии.",2,0.0625,66,0.4583333333333333
2,3,rus,"Kогда Панду окончил эту работу, он поехал в столицу царя и, надеясь делать там торговые дела, взял с собой большой запас золота.",3,0.09375,67,0.4652777777777778
2,3,rus,"Караван, везший его драгоценности, был охраняем вооруженными людьми, но когда он достиг гор, то разбойники, с Магадутой, ставшим атаманом их, во главе, напади на него, побили охрану и захватили все драгоценные камни и золото.",4,0.125,68,0.4722222222222222
2,3,rus,Сам Панду едва спасся.,5,0.15625,69,0.4791666666666667
2,3,rus,Это несчастие было большим ударом для благосостояния Панду: богатство его значительно уменьшилось.,6,0.1875,70,0.4861111111111111
2,3,rus,"Панду был очень огорчен, но переносил свои несчастия без ропота; он думал: «Я заслужил эти потери грехами, совершенными мною в моей прежней жизни.",7,0.21875,71,0.4930555555555556
2,3,rus,"Я в молодости был жесток с народом; и если я теперь пожинаю плоды своих дурных дел, то мне нельзя жаловаться».",8,0.25,72,0.5
2,3,rus,"Так как он стал много добрее ко всем существам, то несчастья его послужили только к очищению его сердца.",9,0.28125,73,0.5069444444444444
2,3,rus,"Опять прошли годы, и случилось, что Пантака, молодой монах и ученик Нарады, путешествуя в горах Колшамби, попал в руки разбойников.",10,0.3125,74,0.5138888888888888
2,3,rus,"Так как у него не было никакой собственности, атаман разбойников крепко избил его и отпустил.",11,0.34375,75,0.5208333333333334
2,3,rus,"На следующее утро Пантака, идя через лес, услыхал шум битвы и, придя на этот шум, увидал много разбойников, которые с бешенством нападали на своего атамана Магадуту.",12,0.375,76,0.5277777777777778
2,3,rus,"Магадута, как лев, окруженный собаками, отбивался от них и убил многих из нападавших.",13,0.40625,77,0.5347222222222222
2,3,rus,"Но врагов его было слишком много, и под конец он был побежден и упал на землю замертво, покрытый ранами.",14,0.4375,78,0.5416666666666666
2,3,rus,"Как только разбойники ушли, молодой монах подошел к лежавшим, желая подать помощь раненым.",15,0.46875,79,0.5486111111111112
2,3,rus,"Но все разбойники ы были уже мертвы, только в начальнике их оставалось немного жизни.",16,0.5,80,0.5555555555555556
2,3,rus,"Монах тотчас же направился к ручейку, бежавшему невдалеке, принес свежей воды в своем кувшине и подал умирающему.",17,0.53125,81,0.5625
2,3,rus,"Магадута открыл глаза и, скрипя зубами, сказал: — Где эти неблагодарные собаки, которых я столько раз водил к победе и успеху?",18,0.5625,82,0.5694444444444444
2,3,rus,"Без меня они скоро погибнут, как затравленные охотником шакалы. — Не думайте о ваших товарищах и участниках вашей грешной жизни, — сказал Пантака, — но подумайте о вашей душе п и воспользуйтесь в последний час той возможностью спасенья, которая представляется вам.",19,0.59375,83,0.5763888888888888
2,3,rus,"Вот вам вода для питья, дайте я перевяжу ваши раны.",20,0.625,84,0.5833333333333334
2,3,rus,"Может быть, мне и удастся спасти вашу жизнь. — Это бесполезно, — отвечал Магадута, — я приговорен; негодяи смертельно ранили меня.",21,0.65625,85,0.5902777777777778
2,3,rus,Неблагодарные подлецы!,22,0.6875,86,0.5972222222222222
2,3,rus,"Они били меня теми ударами, которым я научил их. — Вы пожинаете то, что посеяли, — продолжал монах. — Если бы вы учили своих товарищей делам добра, вы бы и получили от них добрые поступки.",23,0.71875,87,0.6041666666666666
2,3,rus,"Но вы учили их убийству, и зо потому вы через свои дела убиты их рукою. — Ваша правда, — отвечал атаман разбойников: — я заслужил свою участь, но как тяжел мой жребий тем, что я должен пожать плод всех моих дурных дел в будущих существованиях.",24,0.75,88,0.6111111111111112
2,3,rus,"Научите меня, святой отец, что я могу сделать, чтобы облегчить мою жизнь от грехов, которые давят меня, как скала, наваленная мне на грудь.",25,0.78125,89,0.6180555555555556
2,3,rus,"И Пантака сказал: — Искорените ваши грешные желания, уничтожьте злые страсти и наполните свою душу добротою ко всем существам.",26,0.8125,90,0.625
2,3,rus,Атаман сказал: — Я делал много зла и не делал добра.,27,0.84375,91,0.6319444444444444
2,3,rus,"Как могу я выпутаться из той сети горя, которую я связал из злых желаний моего сердца?",28,0.875,92,0.6388888888888888
2,3,rus,"Моя карма повлечет меня в ад, я никогда не буду в состоянии вступить на путь спасения.",29,0.90625,93,0.6458333333333334
2,3,rus,"И монах сказал: —Да, ваша карма пожнет в будущих воплощениях плоды тех семян, которые вы посеяли.",30,0.9375,94,0.6527777777777778
2,3,rus,Для делателя дурных дел нет избавления от последствий своих дурных поступков.,31,0.96875,95,0.6597222222222222
2,3,rus,"Но не отчаивайтесь: всякий человек может спастись, но только с тем условием, чтобы он искоренил из себя заблуждение личности.",32,1,96,0.6666666666666666
2,4,rus,"Как пример этого, я расскажу вам историю великого разбойника Кандаты, который умер нераскаянным и вновь родился дьяволом в аду, где он мучился за свои дурные дела самыми ужасными страданиями.",1,0.047619047619047616,97,0.6736111111111112
2,4,rus,"Он был уже в аду много лет и не мог избавиться от своего бедственного положения, когда Будда явился на земле и достиг блаженного состояния просветления.",2,0.09523809523809523,98,0.6805555555555556
2,4,rus,"В это достопамятное время луч света попал и в ад, возбудив во всех демонах жизнь и надежду, и разбойник Кандата громко закричал: «О, Будда блаженный, сжалься надомной!",3,0.14285714285714285,99,0.6875
2,4,rus,"Я страшно страдаю; и хотя я делал зло, я желаю теперь идти по пути праведности.",4,0.19047619047619047,100,0.6944444444444444
2,4,rus,"Но я не могу выпутаться из сети горя; помоги мне, господи, сжалься надо мной!»",5,0.23809523809523808,101,0.7013888888888888
2,4,rus,"Закон кармы таков, что злые дела ведут к погибели.",6,0.2857142857142857,102,0.7083333333333334
2,4,rus,"Когда Будда услышал просьбу страдающего в аду демона, он послал к нему паука на паутине, и паук сказал: «Схватись за мою паутину и вылезай по ней из ада».",7,0.3333333333333333,103,0.7152777777777778
2,4,rus,"Когда паук исчез из вида, Кандата схватился за паутину и стал вылезать по ней.",8,0.38095238095238093,104,0.7222222222222222
2,4,rus,"Паутина была так крепка, что не обрывалась, и он поднимался по ней всё выше и выше.",9,0.42857142857142855,105,0.7291666666666666
2,4,rus,"Вдруг он почувствовал, что нить стала дрожать и колебаться, потому что за ним начинали лезть по паутине и другие страдальцы.",10,0.47619047619047616,106,0.7361111111111112
2,4,rus,"Кандата испугался; он видел тонкость паутины и видел, что она растягивается от увеличившейся тяжести.",11,0.5238095238095238,107,0.7430555555555556
2,4,rus,Но паутина всё еще держала его.,12,0.5714285714285714,108,0.75
2,4,rus,"Кандата перед этим смотрел только вверх, теперь же он посмотрел вниз и увидел, что за ним лезла по паутине бесчисленная толпа жителей ада.",13,0.6190476190476191,109,0.7569444444444444
2,4,rus,"«Как может эта тонкая нить вынести тяжесть всех этих людей», — подумал он и, испугавшись, громко закричал: «Пустите паутину, она моя!»",14,0.6666666666666666,110,0.7638888888888888
2,4,rus,"И вдруг паутина оборвалась, и Кандата упал назад в ад.",15,0.7142857142857143,111,0.7708333333333334
2,4,rus,Заблуждение личности еще жило в Кандате.,16,0.7619047619047619,112,0.7777777777777778
2,4,rus,"Он не знал чудесной силы искреннего стремления вверх для того, чтобы вступить на путь праведности.",17,0.8095238095238095,113,0.7847222222222222
2,4,rus,"Стремление это тонко, как паутина, но оно поднимет миллионы людей, и чем больше будет людей лезть по паутине, тем легче будет каждому из них.",18,0.8571428571428571,114,0.7916666666666666
2,4,rus,"Но как только в сердце человека возникнет мысль, что паутина эта моя, что благо праведности принадлежит мне одному и что пусть никто не разделяет его со мной, то нить обрывается, и ты падаешь назад в прежнее состояние отдельной личности; отдельность же личности есть проклятие, а единение есть благословение.",19,0.9047619047619048,115,0.7986111111111112
2,4,rus,Что такое ад?,20,0.9523809523809523,116,0.8055555555555556
2,4,rus,"Ад есть не что иное, как себялюбие, а нирвана есть жизнь общая... — Дайте же мне ухватиться за паутину, — сказал умирающий атаман разбойников Магадута, когда монах кончил свой рассказ, — и я выберусь из пучины ада.",21,1,117,0.8125
2,5,rus,"Магадута пробыл несколько минут в молчании, собираясь с мыслями, потом он продолжал: — Выслушайте меня, я признаюсь вам.",1,0.037037037037037035,118,0.8194444444444444
2,5,rus,"Я был слугою у Панду, ювелира из Колшамби.",2,0.07407407407407407,119,0.8263888888888888
2,5,rus,"Но после того, как он несправедливо истязал меня, я убежал от него и стал атаманом разбойников.",3,0.1111111111111111,120,0.8333333333333334
2,5,rus,"Несколько времени тому назад я узнал от моих разведчиков, что он проезжает через горы, и я ограбил его, отнял у него большую часть его состояния.",4,0.14814814814814814,121,0.8402777777777778
2,5,rus,"Подите теперь к нему и скажите ему, что я простил его от всего сердца за оскорбление, которое он несправедливо нанес мне, и прошу его простить меня за то, что я ограбил его.",5,0.18518518518518517,122,0.8472222222222222
2,5,rus,"Когда я жил с ним, сердце его было жестоко как камень, и я научился от него его себялюбию.",6,0.2222222222222222,123,0.8541666666666666
2,5,rus,"Я слышал, что он теперь стал добродушен и что на него указывают, как на образец доброты и справедливости.",7,0.25925925925925924,124,0.8611111111111112
2,5,rus,"Я не хочу оставаться в долгу у него; поэтому скажите ему, что я сохранил золотую корону, которую он сделал для царя, и все его сокровища и спрятал их в подземелье.",8,0.2962962962962963,125,0.8680555555555556
2,5,rus,"Только два разбойника знали это место, и теперь они оба мертвые; пусть Панду возьмет с собою вооруженных людей и придет к этому месту и возьмет назад ту собственность, которой я лишил его.",9,0.3333333333333333,126,0.875
2,5,rus,"После этого Магадута рассказал, где было подземелье, и умер на руках Пантаки.",10,0.37037037037037035,127,0.8819444444444444
2,5,rus,"Как скоро молодой монах Пантака вернулся в Колшамби, он пошел к ювелиру и рассказал ему обо всем, что случилось в лесу.",11,0.4074074074074074,128,0.8888888888888888
2,5,rus,"И Панду пошел с вооруженными людьми к подземелью и взял из него все сокровища, которые атаман спрятал в нем.",12,0.4444444444444444,129,0.8958333333333334
2,5,rus,"И они с почестью похоронили атамана и его убитых товарищей, и Пантака над могилой, рассуждая о словах Будды, сказал следующее: «Личность делает зло, личность же и страдает от него.",13,0.48148148148148145,130,0.9027777777777778
2,5,rus,"Личность воздерживается от зла, и личность очищается.",14,0.5185185185185185,131,0.9097222222222222
2,5,rus,Чистота и нечистота принадлежат личности: никто не может очистить другого.,15,0.5555555555555556,132,0.9166666666666666
2,5,rus,Человек сам должен сделать усилие; Будды только проповедники».,16,0.5925925925925926,133,0.9236111111111112
2,5,rus,"«Наша карма, — сказал еще монах Пантака, — не есть произведение Шивары, или Брамы, или Индры, или какого-нибудь из богов, — наша карма есть последствие наших поступков.",17,0.6296296296296297,134,0.9305555555555556
2,5,rus,"Моя деятельность есть утроба, которая носит меня, есть наследство, которое достается мне, есть проклятие моих злых дел и благословение моей праведности.",18,0.6666666666666666,135,0.9375
2,5,rus,Моя деятельность есть единственное средство моего спасения».,19,0.7037037037037037,136,0.9444444444444444
2,5,rus,"Панду привез назад в Колшамби все свои сокровища, и, с умеренностью пользуясь своим столь неожиданно возвращенным богатством, он спокойно и счастливо прожил свою остальную жизнь, и когда он умирал, уже в преклонных летах, и все его сыновья, дочери и внуки собрались около него, он сказал им: — Милые дети, не осуждайте других в своих неудачах.",20,0.7407407407407407,137,0.9513888888888888
2,5,rus,Ищите причины ваших бед в самих себе.,21,0.7777777777777778,138,0.9583333333333334
2,5,rus,"И если вы не ослеплены тщеславием, вы найдете ее, а найдя ее, вы сумеете избавиться от зла.",22,0.8148148148148148,139,0.9652777777777778
2,5,rus,Лекарство от ваших бед в вас самих.,23,0.8518518518518519,140,0.9722222222222222
2,5,rus,Пусть ваш умственный взор никогда не покрывается покровом Майи...,24,0.8888888888888888,141,0.9791666666666666
2,5,rus,"Помните те слова, которые были талисманом моей жизни: «Тот, кто делает больно другому, делает зло себе.",25,0.9259259259259259,142,0.9861111111111112
2,5,rus,"Тот, кто помогает другому, помогает себе.",26,0.9629629629629629,143,0.9930555555555556
2,5,rus,Пусть исчезнет обман личности — и вы вступите на путь праведности».,27,1,144,1
3,1,fre,"Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès.",1,0.043478260869565216,1,0.006329113924050633
3,1,fre,"Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans la même direction, il le pria de prendre place à côté de lui. — Je vous remercie pour votre bonté, dit le moine, car je suis bien fatigué.",2,0.08695652173913043,2,0.012658227848101266
3,1,fre,"Cependant, comme je ne possède rien et ne puis vous payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!",3,0.13043478260869565,3,0.0189873417721519
3,1,fre,"Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.",4,0.17391304347826086,4,0.02531645569620253
3,1,fre,"Une heure après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la voie.",5,0.21739130434782608,5,0.03164556962025317
3,1,fre,"Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son riz et il s'était pressé pour y arriver avant l’aube.",6,0.2608695652173913,6,0.0379746835443038
3,1,fre,"S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.",7,0.30434782608695654,7,0.04430379746835443
3,1,fre,"Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette.",8,0.34782608695652173,8,0.05063291139240506
3,1,fre,Le paysan s’y opposait parce que sa voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter.,9,0.391304347826087,9,0.056962025316455694
3,1,fre,Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres.,10,0.43478260869565216,10,0.06329113924050633
3,1,fre,"Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester les faibles, jeta la charrette dans le fossé avant que le moine eût le temps d’intervenir.",11,0.4782608695652174,11,0.06962025316455696
3,1,fre,"Lorsque Pandou passa et voulut continuer la route, le moine descendit vivement de la voiture et lui dit : — Pardonnez-moi. monsieur, de vous quitter : je vous remercie d'avoir été assez bon pour permettre de voyager pendant une heure dans votre voiture.",12,0.5217391304347826,12,0.0759493670886076
3,1,fre,"J'étais très fatigué, mais à présent, grâce à votre amabilité, je suis reposé.",13,0.5652173913043478,13,0.08227848101265822
3,1,fre,"D'ailleurs, ayant reconnu dans ce paysan l’incarnation d’un de vos aïeux, je ne puis mieux vous récompenser pour votre bonté qu'en le secourant dans son malheur.",14,0.6086956521739131,14,0.08860759493670886
3,1,fre,Le brahmine regarda avec étonnement le moine. — Vous dites que ce paysan est l'incarnation d'un de mes aïeux?,15,0.6521739130434783,15,0.0949367088607595
3,1,fre,"C'est impossible! — Vous ignorez, dit le moine, les liens nombreux qui nous unissent à la destinée de ce paysan.",16,0.6956521739130435,16,0.10126582278481013
3,1,fre,"Ou ne peut pas demander, il est vrai, à un aveugle de voir.",17,0.7391304347826086,17,0.10759493670886076
3,1,fre,"Aussi je vous plains seulement parce que vous vous nuisez à vous-même, et je tâcherai de tous défendre contre les blessures que vous voulez vous porter.",18,0.782608695652174,18,0.11392405063291139
3,1,fre,"Malgré la grande bonté avec laquelle le moine parlait, le riche négociant ressentit le reproche et comme il n’y était pas habitué, il ordonna au cocher de continuer la route sans s'arrêter.",19,0.8260869565217391,19,0.12025316455696203
3,1,fre,"Le moine s'approcha de Devala, le salua, et se mit eu devoir de l'aider à réparer la charrette et de ramasser le riz.",20,0.8695652173913043,20,0.12658227848101267
3,1,fre,"Le travail avançait si rapidement que Devala ne put s’empêcher de penser : « Ce moine doit être un saint, on dirait que des esprits invisibles l'assistent.",21,0.9130434782608695,21,0.13291139240506328
3,1,fre,"Si je lui demandais pourquoi l'orgueilleux brahmine m'a traité d’une façon si rude.» — Mon bon monsieur, fit-il ; ne pourriez-vous pas me dire pourquoi j'ai subi une pareille injustice de la part d'un homme auquel je n'ai jamais fait de mal? —Cher ami, répondit le moine, vous n'avez subi aucune injustice ; il vous a été seulement rendu, dans votre existence présente, ce que vous avez commis sur ce brahmine, dans la vie passée.",22,0.9565217391304348,22,0.13924050632911392
3,1,fre,Et je ne me tromperai pas en disant que meme aujourd'hui vous feriez au brahmine ce qu’il vous a fait si vous étiez à sa place et si vous aviez un esclave aussi fort.,23,1,23,0.14556962025316456
3,2,fre,"Le riz fut bientôt ramassé, puis placé dans la charrette et le moine et le paysan s'en allèrent à Bénarès.",1,0.024390243902439025,24,0.1518987341772152
3,2,fre,Ils n’étaient plus loin de la ville lorsque le cheval se jeta tout à coup de côté. — Un serpent !,2,0.04878048780487805,25,0.15822784810126583
3,2,fre,un serpent!,3,0.07317073170731707,26,0.16455696202531644
3,2,fre,s'écria le paysan.,4,0.0975609756097561,27,0.17088607594936708
3,2,fre,"Le moine regarda attentivement l’objet qui avait effrayé le cheval, descendit de la charrette et ramassa une bourse pleine d’or.",5,0.12195121951219512,28,0.17721518987341772
3,2,fre,"«Cette bourse n’a pu être perdue que par le riche joaillier », pensa-t-il, et il remit la bourse au paysan en disant: — Prenez cette bourse, et lorsque vous serez à Bénarès, allez à l'hôtel que je vous indiquerai, demandez le brahmine Pandou et rendez-lui son argent.",6,0.14634146341463414,29,0.18354430379746836
3,2,fre,"Il s'excusera de l'action grossière qu'il a commise vis-à-vis de vous, mais vous lui direz que vous lui avez pardonné, et que vous lui souhaitez réussite dans toutes ses entreprises, car croyez-moi, plus grands seront ses succès, mieux cela vaudra pour vous.",7,0.17073170731707318,30,0.189873417721519
3,2,fre,"Votre destinée dépend sous bien des rapports, de la sienne.",8,0.1951219512195122,31,0.1962025316455696
3,2,fre,"Cependant Pandou était arrivé à Bénarès et rencontra le riche banquier Malmek, avec lequel il était en relations d’affaires. — Je suis perdu, lui dit Malmek. si je n'achète pas aujourd’hui même une charrette du meilleur riz pour la cuisine royale.",9,0.21951219512195122,32,0.20253164556962025
3,2,fre,"Il y a à Bénarès un banquier, mon ennemi acharné, qui ayant appris que j'ai traité avec le majordome royal pour lui livrer ce matin même une charrette de riz, a acheté tout ce qui se trouvait de cette marchandise.",10,0.24390243902439024,33,0.2088607594936709
3,2,fre,Le majordome ne m'affranchira pas de mon engagement et je suis perdu si Krichna n’envoie pas du ciel un ange à mon aide.,11,0.2682926829268293,34,0.21518987341772153
3,2,fre,"Pendant que Malmek racontait son malheur, Pandou s'aperçut qu’il avait perdu sa bourse.",12,0.2926829268292683,35,0.22151898734177214
3,2,fre,"Après avoir bien cherché dans la voilure et n‘ayant rien trouvé, il crut que son esclave, Madagouta, l'avait prise.",13,0.3170731707317073,36,0.22784810126582278
3,2,fre,Il appela les gens de la police et leur dit que son esclave l’avait volé.,14,0.34146341463414637,37,0.23417721518987342
3,2,fre,"Puis, sur ses ordres, Madagouta fut attaché et torturé afin de lui arracher l'aveu du vol. — Je ne suis pas coupable, laissez-moi!",15,0.36585365853658536,38,0.24050632911392406
3,2,fre,"criait le pauvre esclave, je ne puis supporter ces tortures!",16,0.3902439024390244,39,0.2468354430379747
3,2,fre,"Je suis innocent, et je souffre pour les crimes des autres!",17,0.4146341463414634,40,0.25316455696202533
3,2,fre,Oh!,18,0.43902439024390244,41,0.25949367088607594
3,2,fre,si je pouvais obtenir le pardon du paysan auquel j'ai fait du mal pour faire plaisir a mon maitre!,19,0.4634146341463415,42,0.26582278481012656
3,2,fre,C'est bien la punition de ma cruauté.,20,0.4878048780487805,43,0.2721518987341772
3,2,fre,"Les gens de police continuaient à trapper l'esclave, lorsque Devala s'approcha de l'hôtel et, au grand étonnement de tous, tendit à Pandou sa bourse.",21,0.5121951219512195,44,0.27848101265822783
3,2,fre,"L'esclave fut aussitôt délivré des mains de ses bourreaux, mais, fâché contre son maitre, il s’enfuit dans les montagnes et se joignit à une bande de brigands.",22,0.5365853658536586,45,0.2848101265822785
3,2,fre,"Malmek, apprenant à son tour que le paysan pouvait lui vendre du riz, et de la meilleure qualité, s'empressa de lui acheter toute la charrette et lui paya un prix triple : et Pandou, content d'avoir retrouvé son argent, s’empressa d'aller au couvent pour demander au moine les explications qu'il lui avait promises.",23,0.5609756097560976,46,0.2911392405063291
3,2,fre,"Marado lui dit : — J'aurais pu vous donner l'explication que vous désirez : mais sachant que vous êtes incapable de comprendre la vérité, je préfère ne rien vous dire, sauf à vous donner un conseil : traitez tout homme que vous rencontrez comme vous vous traitez vous-même : servez-le comme vous voudriez qu’on vous serve.",24,0.5853658536585366,47,0.2974683544303797
3,2,fre,Ainsi vous sèmerez la semence des bonnes actions et la moisson vous profitera aussi. — O moine !,25,0.6097560975609756,48,0.3037974683544304
3,2,fre,"donnez-moi l’explication, dit Pandou. et il me sera alors plus facile de suivre votre conseil. — Eh bien, écoutez!",26,0.6341463414634146,49,0.310126582278481
