story,lang,sentences,sentence_num
2,russian,"""Вот Его-то я теперь и жду"", сказал старик.",123
2,russian,"""И вы думаете, Он придет?""",124
2,russian,"""Думаю что придет--Он мне Сам так сказал"".",125
2,russian,"""Может-ли это быть!",126
2,russian,"Хотелось-бы и мне подождать Его здесь с вами, да пора идти домой, на квартиру, а то хозяйка велела, если не примут в больницу, придти квартиру караулить, сама в гости собирается"".",127
2,russian,"Молодая женщина поднялась с места, укутала ребенка в взорванный платок и стала кланяться старику, благодаря его за гостеприимство.",128
2,russian,"""А Евангелие еще при тебе?",129
2,russian,спросил дядя Мартын на прощание.,130
2,russian,"""Нет, дядушка, не при мне-муж взял с собой, как на службу пошел; я и рада, что он взял-думаю от зла сбережет его, да и жал было расстаться с Божией книгой"".",131
2,russian,"""Вот тебе Евангелие,"" сказал старик, кладя ей в руку маленький Новый Завет, ""у тебя глаза молодые, ты и мелкую печать разберешь.",132
2,russian,"Смотри-же, читай и вникай хорошенько.",133
2,russian,Господь утешит тебя.,134
2,russian,"Хоть ты и не дождешься Его здесь, сегодня; а может быть, когда-нибудь и увидишь Его"".",135
2,russian,"Женщина взяла Евангелие, и все лицо ее просияло от радости.",136
2,russian,Старик сунул ей в руку еще двугривенный и обещал придти проведать.,137
2,russian,"Она ушла, а он опять вернулся к прежнему месту, у окна.",138
2,russian,"Час проходил за часом, и дядя Мартын все ждал.",139
2,russian,"Много проходило народу: старые и молодые, мастеровые, солдаты, торговцы и бабы с ребятишками.",140
2,russian,"Проходили и нищие и, увидав добродушное лицо, прижатое к окошку, останавливались иной раз, протягивая окоченевшую руки.",141
2,russian,"То ломоть хлеба, то медная копейка попадали в эти руки из коморки дяди Мартына; и нищие проходили мимо.",142
2,russian,Но Господь не являлся!,143
2,russian,"Стало темнеть, глаза старика устали от напряжения, сердце заныло тоскою.",144
2,russian,"Вот уже и форами стали зажигать, и в большом доме, напротив, весело заблистали огоньки на елке...",145
2,russian,А Господь все не являлся!,146
2,russian,"Наступила ночь, на дворе опять пошел снег, мало стало прохожих, да и разглядеть их было трудно; но дядя Мартын не отходил от окна и ждал.",147
2,russian,А Господь все не являлся!,148
2,russian,"Наконец, старик, с грустью, зажег лампочку, сел за стол.",149
2,russian,"Принялся было есть, но охоты не было, и голова уныло опустилась.",150
2,russian,"""Это был сон, только сон"", шептал он, ""а я думал и в самом деле""...",151
2,russian,"Он убрал ужин, почти не тронутый и раскрыл на столе свою любимую Книгу.",152
2,russian,Но даже и любимая книга не могла развеять тоски.,153
2,russian,"""Не пришел""!",154
2,russian,"Повторял он и наконец задремал, с тоски.",155
2,russian,"Вдруг ему послышался шорох, комната как-будто наполнилась людьми: впереди стоял убогий Степаныч, около него женщина с ребенком и они спрашивали: ""Разве ты не видал Меня?""",156
2,russian,"За ними шли нищие, которым он подавал милостыню; и каждый говорил, в свою очередь: ""Разве ты не видал Меня?""",157
2,russian,"""Да кто-же вы такие?""",158
2,russian,"вскричал башмачник, глядя на них с изумлением.",159
2,russian,"Тогда ребенок, на руках женщины, потянулся к старику, наклонился над Евангелием, которое он читал и пальчиком указал на то место, где сказано: ""Кто примет одно такое дитя во Имя Мое, тот Меня принимает;"" (Матвея 18.5) и еще на эти слова: ""Алкал Я, и вы дали Мне есть, жаждал и вы напоили Меня, был странником и вы приняли Меня...",160
2,russian,"Так как вы сделали это одному из сихбратых Моих меньших, то сделали Меня.",161
2,russian,(Матвея 25).,162
3,russian,"ГДЕ ЛЮБОВЬ, ТАМ И БОГ (Tom 25) Жил в городе сапожник Мартын Авдеич.",1
3,russian,"Жил он в подвале, в горенке об одном окне.",2
3,russian,Окно было на улицу.,3
3,russian,"В окно видно было, как проходили люди; хоть видны были только ноги, но Мартын Авдеич по сапогам узнавал людей.",4
3,russian,"Мартын Авдеич жил давно на одном месте, и знакомства много было.",5
3,russian,Редкая пара сапог в околодке не побывала и раз и два у него в руках.,6
3,russian,"На какие подметки подкинет, на какие латки положит, какие обошьет, а другой раз и новые головки сделает.",7
3,russian,И часто в окно он видал свою работу.,8
3,russian,"Работы было много, потому что работал Авдеич прочно, товар ставил хороший, лишнего не брал и слово держал.",9
3,russian,"Если может к сроку сделать — возьмется, а нет, так и обманывать не станет, вперед говорит.",10
3,russian,"И знали все Авдеича, и у него не переводилась работа.",11
3,russian,"Авдеич и всегда был человек хороший, но под старость стал он больше о душе своей думать и больше к Богу приближаться.",12
3,russian,"Еще когда Мартын у хозяина жил, померла у него жена.",13
3,russian,И остался после жены один мальчик — трех годов.,14
3,russian,Дети у них не жили.,15
3,russian,Старшие все прежде померли.,16
3,russian,"Хотел сначала Мартын сынишку сестре в деревню отдать, потом пожалел — подумал: тяжело будет Капитошке моему в чужой семье рости, оставлю его при себе.",17
3,russian,И отошел Авдеич от хозяина и стал с сынишкой на квартире жить.,18
3,russian,Да не дал Бог Авдеичу в детях счастья.,19
3,russian,"Только подрос мальчик, стал отцу помогать, только бы на него радоваться, напала на Капитошку болезнь, слег мальчик, погорел недельку и помер.",20
3,russian,Схоронил Мартын сына и отчаялся.,21
3,russian,"Так отчаялся, что стал на Бога роптать.",22
3,russian,"Скука такая нашла на Мартына, что не раз просил у Бога смерти и укорял Бога за то, что Он не его, старика, прибрал, а любимого единственного сына.",23
3,russian,Перестал Авдеич и в церковь ходить.,24
3,russian,И вот зашел раз к Авдеичу от Троицы земляк-старичек — уж восьмой год странствовал.,25
3,russian,"Разговорился с ним Авдеич и стал ему на свое горе жаловаться: — И жить, — говорит, — Божий человек, больше не охота.",26
3,russian,Только бы помереть.,27
3,russian,Об одном Бога прошу.,28
3,russian,Безнадежный я остался теперь человек.,29
3,russian,"И сказал ему старичек: — Не хорошо ты говоришь, Мартын, нам нельзя Божьи дела судить.",30
3,russian,"Не нашим умом, а Божьим судом.",31
3,russian,"Твоему сыну судил Бог помереть, а тебе — жить.",32
3,russian,Значит так лучше.,33
3,russian,"А что отчаиваешься, так это оттого, что ты для своей радости жить хочешь. — А для чего же жить-то? — спросил Мартын.",34
3,russian,"И старичек сказал: — Для Бога, Мартын, жить надо.",35
3,russian,"Он тебе жизнь дает, для Него и жить надо.",36
3,russian,"Когда для Него жить станешь, ни о чем тужить не станешь, и всё тебе легко покажется.",37
3,russian,Помолчал Мартын и говорит: — А как же для Бога жить-то?,38
3,russian,"И сказал старичек: — А жить как для Бога, то нам Христос показал.",39
3,russian,Ты грамоте знаешь?,40
3,russian,"Купи Евангелие и читай, там узнаешь, как для Бога жить.",41
3,russian,Там все показано.,42
3,russian,И запали эти слова в сердце Авдеичу.,43
3,russian,"И пошел он в тот же день, купил себе Новый Завет крупной печати и стал читать.",44
3,russian,"Хотел Авдеич читать только по праздникам, да как начал читать, так ему на душе хорошо стало, что стал каждый день читать.",45
3,russian,"Другой раз так зачитается, что в лампе весь керосин выгорит, и всё от книги оторваться не может.",46
3,russian,И стал так читать Авдеич каждый вечер.,47
3,russian,"И что больше читал, то яснее понимал, чего от него Бог хочет и как надо для Бога жить; и всё легче и легче ему становилось на сердце.",48
3,russian,"Бывало, прежде, спать ложится, охает он и крехчет и всё про Капитошку вспоминает, а теперь только приговаривает: «Слава Тебе, слава Тебе Господи!",49
3,russian,Твоя воля».,50
3,russian,И с той поры переменилась вся жизнь Авдеича.,51
3,russian,"Бывало прежде, праздничным делом захаживал и он в трактир, чайку попить, да и от водочки не отказывался.",52
3,russian,"Выпьет бывало с знакомым человеком и хоть не пьян, а все-таки выходил из трактира навеселе и говаривал пустое: и окрикнет и оговорит человека.",53
3,russian,Теперь всё это само отошло от него.,54
3,russian,Жизнь стала его тихая и радостная.,55
3,russian,"С утра садится за работу, отработает свое время, снимет лампочку с крючка, поставит на стол, достанет с полки книгу, разложит и сядет читать.",56
3,russian,"И что больше читает, то больше понимает и то яснее и веселее на сердце.",57
3,russian,"Случилось раз, поздно зачитался Мартын.",58
3,russian,Читал он Евангелие от Луки.,59
3,russian,"Прочел он главу шестую, прочел он стихи: «Ударившему тебя по щеке подставь и другую; и отнимающему у тебя верхнюю одежду не препятствуй взять и рубашку.",60
3,russian,"Всякому просящему у тебя давай, и от взявшего твое не требуй назад.",61
3,russian,"И как хотите, чтобы с вами поступали люди, так и вы поступайте с ними».",62
3,russian,"Прочел и дальше те стихи, где Господь говорит: «Что вы зовете Меня: Господи, Господи!",63
3,russian,"и не делаете того, что Я говорю?",64
3,russian,"Всякий приходящий к о Мне, слушающий слова Мои и исполняющий их, скажу вам, кому подобен.",65
3,russian,"Он подобен человеку, строющему дом, который копал, углубился и положил основание на камне, почему, когда случилось наводнение, и вода наперла на этот дом, то не могла поколебать его, потому что он основан был на камне.",66
3,russian,"А слушающий и не исполняющий подобен человеку, построившему дом на земле без основания, который, когда наперла на него вода, тотчас обрушился; и разрушение дома сего было великое».",67
3,russian,"Прочел эти слова Авдеич, и радостно ему стало на душе.",68
3,russian,"Снял он очки, положил на книгу, облокотился на стол и задумался.",69
3,russian,И стал он примерять свою жизнь к словам этим.,70
3,russian,"И думает сам с собой: — Что, мой дом на камне или на песке?",71
3,russian,"Хорошо, как на камне.",72
3,russian,"И легко так-то, один сидишь, кажется всё и сделал, как Бог велит, а рассеешься и опять согрешишь.",73
3,russian,Всё ж буду тянуться.,74
3,russian,Уж хорошо очень.,75
3,russian,Помоги мне Господи!,76
3,russian,"Подумал он так, хотел ложиться, да жаль было оторваться от книги.",77
3,russian,И стал читать еще 7-ю главу.,78
3,russian,"Прочел он про сотника, прочел про сына вдовы, прочел про ответ ученикам Иоанновым и дошел до того места, где богатый фарисей позвал Господа к себе в гости, и прочел о том, как женщина грешница помазала Ему ноги и омывала их слезами, и как Он оправдал ее.",79
3,russian,"И дошел он до 44-го стиха и стал читать: «И обратившись к женщине, сказал Симону: видишь ли ты сию женщину?",80
3,russian,"Я пришел в дом твой, и ты воды Мне на ноги не дал; а она слезами облила Мне ноги волосами головы своей отерла.",81
3,russian,"Ты целования Мне не дал, а ода с тех пор, как Я пришел, не перестает целовать у Меня ноги.",82
3,russian,Ты головы Мне маслом не помазал; а она миром помазала Мне ноги».,83
3,russian,"Прочел он эти стихи и думает: «Воды на ноги не дал, целования не дал, головы маслом не помазал»...",84
3,russian,"И опять снял очки Авдеич, положил на книгу и опять задумался.",85
3,russian,"«Такой же видно, как я, фарисей-то был.",86
3,russian,"Тоже, я чай, только об себе помнил.",87
3,russian,"Как бы чайку напиться, да в тепле, да в холе, а нет того, чтобы об госте подумать.",88
3,russian,"Об себе помнил, а об госте и заботушки нет.",89
3,russian,А гость-то кто?,90
3,russian,Сам Господь.,91
3,russian,"Кабы ко мне пришел, разве я так бы сделал»?",92
3,russian,"И облокотился на обе руки Авдеич и не видал, как задремал. — Мартын!",93
3,russian,вдруг как задышало что-то у него над ухом.,94
3,russian,Встрепенулся Мартын с просонок: — Кто тут?,95
3,russian,"Повернулся он, взглянул на дверь — никого.",96
3,russian,Прикурнул он опять.,97
3,russian,"Вдруг явственно слышит: — Мартын, а Мартын!",98
3,russian,"смотри завтра на улицу, приду.",99
3,russian,"Очнулся Мартын, поднялся со стула, стал протирать глаза.",100
3,russian,"И не знает сам, — во сне или на яву слышал он слова эти.",101
3,russian,Завернул он лампу и лег спать.,102
3,russian,"На утро до света поднялся Авдеич, помолился Богу, истопил печку, поставил щи, кашу, развел самовар, надел фартук и сел к окну работать.",103
3,russian,"Сидит Авдеич, работает, а сам все про вчерашнее думает.",104
3,russian,"И думает на двое: то думает — померещилось, а то думает, что и вправду слышал он голос. — Что ж, думает, бывало и это.",105
3,russian,"Сидит Мартын у окна, и столько не работает, сколько в окно смотрит, и как пройдет кто в незнакомых сапогах, изогнется даже, выглядывает из окна, чтобы не одни ноги, а и лицо увидать.",106
3,russian,"Прошел дворник в новых валенках, прошел водовоз, потом поровнялся с окном старый солдат Николаевский в обшитых старых валенках с лопатой в руках.",107
3,russian,По валенкам узнал его Авдеич.,108
3,russian,"Старика звали Степанычем, и жил он у соседнего купца из милости.",109
3,russian,Положена ему была должность дворнику помогать.,110
3,russian,Стал против Авдеичева окна Степаныч счищать снег.,111
3,russian,"Посмотрел на него Авдеич и опять взялся за работу. — Вишь, одурел видно я со старости, — сам на себя посмеялся Авдеич. — Степаныч снег чистит, а я думаю Христос ко мне идет.",112
3,russian,"Совсем одурел, старый хрыч.",113
3,russian,"Однако стежков десяток сделал Авдеич, и опять тянет его в окно посмотреть.",114
3,russian,"Посмотрел опять в окно, видит Степаныч прислонил лопату к стене, и сам не то греется, не то отдыхает.",115
3,russian,"Человек старый, ломаный, видно и снег-то сгребать силы нет.",116
3,russian,"Подумал Авдеич: напоить его разве чайком, кстати и самовар уходить хочет.",117
3,russian,"Воткнул Авдеич шило, встал, поставил на стол самовар, залил чай и постучал пальцем в стекло.",118
3,russian,Степаныч обернулся и подошел к окну.,119
3,russian,"Авдеич поманил его и пошел отворить дверь. — Войди, погрейся, что-ль, сказал он.",120
3,russian,"Озяб, чай. — Спаси Христос и то — кости ломят, — сказал Степаныч.",121
3,russian,"Вошел Степаныч, отряхнулся от снега, стал ноги вытирать, чтобы не наследить на полу, а сам шатается. — Не трудись вытирать.",122
3,russian,"Я подотру, наше дело такое, проходи, садись, — сказал Авдеич. — Вот чайку выпей.",123
3,russian,"И Авдеич налил два стакана и подвинул один гостю, а сам вылил свой на блюдечко и стал дуть.",124
3,russian,"Выпил Степаныч свой стакан, перевернул дном кверху, и на него положил огрызок, и стал благодарить.",125
3,russian,"А самому видно еще хочется. — Кушай еще, — сказал Авдеич и налил еще стакан и себе и гостю.",126
3,russian,"Пьет Авдеич свой чай, а сам нет, нет на улицу поглядывает. — Али ждешь кого? — спросил гость. — Жду кого?",127
3,russian,"И сказать совестно, кого жду: жду не жду, a запало мне в сердце слово одно.",128
3,russian,"Виденье или так, сам не знаю.",129
3,russian,"Видишь ли, братец ты мой; читал я вчера Евангелие про Христа Батюшку, как Он страдал, как по земле ходил.",130
3,russian,"Слыхал ты, я чай? — Слыхать слыхал, отвечал Степаныч, да мы люди темные, грамоте не знаем. — Ну вот, читал я про самое то, как Он по земле ходил, читаю я, знаешь, как Он к фарисею пришел, а тот Ему встречи не сделал.",131
3,russian,"Ну так вот, читал, братец ты мой, я вчера про это самое и подумал: как Христа Батюшку честь честью не принял.",132
3,russian,"Доведись, к примеру, мне или кому, думаю, и не знал бы, как принял.",133
3,russian,А он и приему не сделал.,134
3,russian,Вот подумал я так-то и задремал.,135
3,russian,"Задремал я, братец ты мой, и слышу по имени кличет: поднялся я, голос, ровно шепчет кто-то, жди, говорит, завтра приду.",136
3,russian,Да до двух раз.,137
3,russian,"Ну вот, веришь ли, запало мне это в голову — сам себя браню, и всё жду Его, Батюшку.",138
3,russian,"Степаныч покачал головой и ничего не сказал, а допил свой стакан и положил его боком, но Авдеич опять поднял стакан и налил еще. — Кушай на здоровье.",139
3,russian,"Ведь тоже думаю, когда Он, Батюшка, по земле ходил, не брезговал никем, а с простым народом больше водился.",140
3,russian,"Всё по простым ходил, учеников-то набирал всё больше из нашего брата, таких же, как мы грешные, из рабочих.",141
3,russian,"Кто, говорит, возвышается, тот унизится, а кто унижается, тот возвысится.",142
3,russian,"Вы Меня, говорит, Господом называете, а Я, говорит, вам ноги умою.",143
3,russian,"Кто хочет, говорит, быть первым, тот будь всем слуга.",144
3,russian,"Потому что, говорит, блаженны нищие, смиренные, кроткие, милостивые.",145
3,russian,"Забыл свой чай Степаныч, человек он был старый и мягкослезый.",146
3,russian,"Сидит, слушает, а по лицу слезы катятся. — Ну, кушай еще, — сказал Авдеич.",147
3,russian,"Но Степапыч перекрестился, поблагодарил, отодвинул стакан и встал. — Спасибо тебе, — говорит, — Мартын Авдеич, угостил ты меня, и душу, и тело насытил. — Милости просим, заходи другой раз, рад гостю, — сказал Авдеич.",148
3,russian,"Степаныч ушел, а Мартын слил последний чай, допил, убрал посуду и опять сел к окну за работу — строчить задник. , а сам всё поглядывает в окно — Христа ждет, всё о Нем и об Его делах думает.",149
3,russian,И в голове у него всё Христовы речи разные.,150
3,russian,"Прошли мимо два солдата, один в казенных, другой в своих сапогах, прошел потом в чищенных калошах хозяин из соседнего дома, прошел булочник с корзиной.",151
3,russian,"Все мимо прошли, и вот поровнялась еще с окном женщина в шерстяных чулках и в деревенских башмаках.",152
3,russian,Прошла она мимо окна и остановилась у простенка.,153
3,russian,"Заглянул на нее из под окна Авдеич, видит женщина чужая, одета плохо и с ребенком, стала у стены к ветру спиной и укутывает ребенка, а укутывать не во что.",154
3,russian,Одежа на женщине летняя да и плохая.,155
3,russian,"И из-за рамы слышит Авдеич, ребенок кричит, и она его уговаривает, никак уговорить не может.",156
3,russian,"Встал Авдеич, вышел в дверь и на лестницу и кликнул: — Умница!",157
3,russian,а умница!,158
3,russian,Женщина услыхала и обернулась.  — Что же так на холоду с ребеночком стоишь?,159
3,russian,"Заходи в горницу, в тепле-то лучше уберешь его.",160
3,russian,Сюда вот.,161
3,russian,Удивилась женщина.,162
3,russian,"Видит старик старый в фартуке, очки на носу, зовет к себе.",163
3,russian,Пошла за ним.,164
3,russian,"Спустились под лестницу, вошли в горницу, провел старик женщину к кровати. — Сюда, — говорит, — садись умница, к печке ближе — погреешься и покормишь младенца-то. — Молока-то в грудях нет, сама с утра не ела, — сказала женщина, а всё-таки взяла к груди ребенка.",165
3,russian,"Покачал головой Авдеич, пошел к столу, достал хлеб, чашку, открыл в печи заслонку, налил в чашку щей, вынул горшок с кашей, да не еще, налил одних щей и поставил на стол.",166
3,russian,"Достал хлеба, снял с крючка утирку и на стол положил. — Садись, — говорит, — покушай, умница, а с младенцем я посижу, ведь у меня свои дети были — умею с ними няньчиться.",167
3,russian,"Перекрестилась женщина, села к столу и стала есть, а Авдеич присел на кровать к ребенку.",168
3,russian,"Чмокал, чмокал ему Авдеич губами, да плохо чмокается, зубов нету.",169
3,russian,Всё кричит ребеночек.,170
3,russian,"И придумал Авдеич его пальцем пугать, замахнется-замахнется на него пальцем прямо ко рту и прочь отнимет.",171
3,russian,"В рот не дает, потому палец черный, в вару запачкан.",172
3,russian,"И засмотрелся ребеночек на палец и затих, а потом и смеяться стал.",173
3,russian,И обрадовался и Авдеич.,174
3,russian,"А женщина ест, а сама рассказывает, кто она и куда ходила. — Я, — говорит, — солдатка, мужа 8-й месяц угнали далеко, и слуха нет.",175
3,russian,"Жила в кухарках, родила.",176
3,russian,С ребенком не стали держать.,177
3,russian,Вот третий месяц бьюсь без места.,178
3,russian,Проела всё с себя.,179
3,russian,"Хотела в кормилицы — не берут — худа, говорят.",180
3,russian,"Ходила вот к купчихе, там наша бабочка живет, так обещала взять.",181
3,russian,Я думала совсем.,182
3,russian,А она велела на той неделе приходить.,183
3,russian,А живет далеко.,184
3,russian,Изморилась и его сердечного замучила.,185
3,russian,"Спасибо, хозяйка жалеет нас за ради Христа на квартире.",186
3,russian,"А то бы и не знала, как прожить.",187
3,russian,"Воздохнул Авдеич и говорит: — А одежи-то теплой али нет? — Пора тут, родной, теплой одеже быть.",188
3,russian,Вчера платок последний за двугривенный заложила.,189
3,russian,"Подошла женщина к кровати и взяла ребенка, а Авдеич встал, пошел к стенке, порылся, принес старую поддевку. — На, — говорит, — хоть и плохая штука, а всё пригодится завернуть.",190
3,russian,"Посмотрела женщина на поддевку, посмотрела на старика, взяла поддевку и заплакала.",191
3,russian,"Отвернулся и Авдеич; полез под кровать, выдвинул сундучек, покопался в нем и сел опять против женщины.",192
3,russian,"И сказала женщина: — Спаси тебя Христос, дедушка, наслал, видно Он меня под твое окно.",193
3,russian,Заморозила бы я детище.,194
3,russian,"Вышла я, тепло было, а теперь вот как студено завернуло.",195
3,russian,"И наставил же Он, Батюшко, тебя в окно поглядеть, и меня горькую пожалеть.",196
3,russian,Усмехнулся Авдеич и говорит: — И то Он наставил.,197
3,russian,"В окно-то я, умница, не спроста гляжу.",198
3,russian,"И рассказал Мартын и солдатке свой сон, и как он голос слышал, что обещался нынешний день Господь придти к нему. — Всё может быть, — сказала женщина, — встала, накинула поддевку, завернула в нее детище и стала кланяться и опять благодарить Авдеича. — Прими, ради Христа, — сказал Авдеич и подал ей двугривенный — платок выкупить.",199
3,russian,"Перекрестилась женщина, перекрестился Авдеич и проводил женщину.",200
3,russian,"Ушла женщина; поел Авдеич щей, убрался и сел опять работать.",201
3,russian,"Сам работает, а окно помнит, как потемнеет в окне, сейчас и взглядывает, кто прошел.",202
3,russian,"Проходили и знакомые, проходили и чужие, и не было никого особенного.",203
3,russian,"И вот, видит Авдеич против самого его окна остановилась старуха, торговка.",204
3,russian,Несет лукошко с яблоками.,205
3,russian,"Немного уж осталось, видно все распродала, а через плечо держит мешок щепок.",206
3,russian,"Набрала, должно быть, где на постройке, к дому идет.",207
3,russian,"Да видно оттянул ей плечо мешок; захотела на другое плечо переложить, спустила она мешок на панель, поставила лукошко с яблоками на столбике, и стала щепки в мешке утрясать.",208
3,russian,"И пока утрясала она мешок, откуда ни возмись, вывернулся мальчишка в картузе рваном, схватил из лукошка яблоко и хотел проскользнуть, да сметила старуха, повернулась и сцапала малого за рукав.",209
3,russian,"Забился мальчишка, хотел вырваться, да старуха ухватила его обеими руками, сбила с него картуз и поймала за волосы.",210
3,russian,"Кричит мальчишка, ругается старуха.",211
3,russian,"Не поспел Авдеич шила воткнуть, бросил на пол, выскочил в дверь, даже на лестницу спотыкнулся и очки уронил.",212
3,russian,"Выбежал Авдеич на улицу: старуха малого треплет за вихры и ругает, к городовому вести хочет; малый отбивается и отпирается: — Я, — говорит, — не брал, за что бьешь, пусти.",213
3,russian,"Стал их Авдеич разнимать, взял мальчика за руку и говорит: — Пусти его, бабушка, прости его, ради Христа! — Я его так прощу, что он до новых веников не забудет.",214
3,russian,В полицию шельмеца сведу.,215
3,russian,"Стал Авдеич упрашивать старуху: — Пусти, — говорит, — бабушка, он вперед не будет.",216
3,russian,Пусти ради Христа!,217
3,russian,"Пустила его старуха, хотел мальчик бежать, но Авдеич придержал его. — Проси, — говорит, — у бабушки прощенья.",218
3,russian,"И вперед не делай, я видел, как ты взял.",219
3,russian,"Заплакал мальчик, стал просить прощенья. — Ну, вот так.",220
3,russian,"А теперь яблоко на, вот тебе.",221
3,russian,"И Авдеич взял из лукошка и дал мальчику. — Заплачу, бабушка, — сказал он старухе. — Набалуешь ты их так, мерзавцев, — сказала старуха. — Его так наградить надо, чтобы он неделю на задницу не садился. — Эх, бабушка, бабушка, — сказал Авдеич. — По нашему-то так, а по Божьему не так.",222
3,russian,"Коли его за яблоко высечь надо, так с нами то за наши грехи что сделать надо?",223
3,russian,Замолчала старуха.,224
3,russian,"И рассказал Авдеич старухе притчу о том, как хозяин простил оброчнику весь большой долг его, а оброчник пошел и стал душить своего должника.",225
3,russian,"Выслушала старуха, и мальчик стоял слушал. — Бог велел прощать, — сказал Авдеич, — а то и нам не простится.",226
3,russian,"Всем прощать, а несмысленному-то и поготово.",227
3,russian,"Покачала головой старуха и вздохнула. — Так-то так, — сказала старуха, — да уж очень набаловались они. — Так нам, старикам, и учить их, — сказал Авдеич. — Так и я говорю, — сказала старуха. — У меня самой их семеро было, — одна дочь осталась.",228
3,russian,"И стала старуха рассказывать, где и как она живет у дочери, и сколько у ней внучат. — Вот, — говорит, — сила моя уж какая, а всё тружусь.",229
3,russian,"Ребят, внучат жалко, да и хороши внучата-то; никто меня не встретит, как они.",230
3,russian,"Аксютка, так та ни к кому и не пойдет от меня.",231
3,russian,"Бабушка, милая бабушка, сердечная...",232
3,russian,И совсем размякла старуха. — Известно дело ребячье.,233
3,russian,"Бог с ним, — сказала старуха на мальчика.",234
3,russian,"Только хотела старуха поднимать мешок на плечи, подскочил мальчик, и говорит: — Дай я снесу, бабушка, мне по дороге. — Старуха покачала головой и взвалила мешок на мальчика.",235
3,russian,И пошли они рядом по улице.,236
3,russian,И забыла старуха спросить у Авдеича деньги за яблоко.,237
3,russian,"Авдеич стоял и всё смотрел на них и слушал, как они шли и что-то всё говорили.",238
3,russian,"Проводил их Авдеич и вернулся к себе, нашел очки на лестнице, и не разбились, поднял шило и сел опять за работу.",239
3,russian,"Поработал немного, да уж стал щетинкой не попадать и видит фонарщик прошел фонари зажигать.",240
3,russian,"«Видно надо огонь засвечать», подумал он, заправил лампочку, повесил и опять принялся работать.",241
3,russian,"Докончил один сапог совсем; повертел, посмотрел: хорошо.",242
3,russian,"Сложил струмент, смел обрезки, убрал щетинки и концы и шилья, снял лампу, поставил ее на стол и достал с полки Евангелие.",243
3,russian,"Хотел он раскрыть книгу на том месте, где он вчера обрезком сафьяна заложил, да раскрылась в другом месте.",244
3,russian,"И как раскрыл Авдеич Евангелие, так вспомнился ему вчерашний сон.",245
3,russian,"И только он вспомнил, как вдруг послышалось ему, как будто кто-то шевелится, ногами переступает сзади его.",246
3,russian,"Оглянулся Авдеич и видит: стоят точно люди в темном углу — стоят люди, а не может разобрать, кто такие.",247
3,russian,И шепчет ему на ухо голос: — Мартын!,248
3,russian,А Мартын.,249
3,russian,"Или ты не узнал меня? — Кого? — проговорил Авдеич. — Меня, — сказал голос. — Ведь это Я.",250
3,russian,"И выступил из темного угла Степаныч, улыбнулся, и как облачко разошелся, и не стало его... — И это Я, — сказал голос.",251
3,russian,"И выступила из темного угла женщина с ребеночком, и улыбнулась женщина, и засмеялся ребеночек, и тоже пропали. — И это я, — сказал голос.",252
3,russian,"И выступила старуха и мальчик с яблоком, и оба улыбнулись, и тоже пропали.",253
3,russian,"И радостно стало на душе Авдеича, перекрестился он, наделочки и стал читать Евангелие, там где открылось.",254
3,russian,"И наверху страницы он прочел: — И взалкал Я, и вы дали Мне есть, жаждал, и вы напоили Меня, был странником, и вы приняли Меня...",255
3,russian,"И внизу страницы прочел еще: — Так как вы сделали это одному из сих братий Моих, меньших, то сделали Мне (Матфея 25 глава).",256
3,russian,"И понял Авдеич, что не обманул его сон, что точно приходил к нему в этот день Спаситель его и что точно он принял его.",257
4,french,"LÀ OÙ EST L'AMOUR, LÀ EST DIEU  Il y avait dans une ville un savetier appelé Martin Avdiéitch.",1
4,french,Il occupait dans un sous-sol une pièce éclairée d'une fenêtre.,2
4,french,"La fenêtre donnait sur la rue; on voyait passer le monde, et, bien qu'il n'aperçût que leurs pieds, Martin reconnaissait les gens à leurs bottes.",3
4,french,"Il vivait là depuis longtemps, et connaissait beaucoup de monde.",4
4,french,Il était rare qu'une paire de bottes ne lui passât pas une fois ou deux entre les mains.,5
4,french,"Il ressemelait les unes, rapiéçait les autres parfois il renouvelait les empeignes.",6
4,french,Et souvent il voyait à travers la fenêtre l'œuvre de ses doigts.,7
4,french,"Avdiéitch avait beaucoup d'ouvrage, car il travaillait proprement, fournissait de bonne marchandise, ne surfaisait personne et livrait au jour dit.",8
4,french,"Et tous l'appréciaient, et la besogne ne chômait jamais.",9
4,french,"De tout temps, Avdiéitch s'était montré un brave garçon.",10
4,french,"Mais, en prenant de l'âge, il se mit à songer davantage à son âme et à se rapprocher de Dieu.",11
4,french,"Alors qu'il travaillait encore chez son patron, sa femme était morte, lui laissant un petit garçon de trois ans.",12
4,french,Ses enfants ne vivaient pas.,13
4,french,"Les aînés, il les avait tous perdus.",14
4,french,"Il voulut d'abord envoyer son fils à la campagne, chez sa sœur puis il eut pitié et pensa : ; — Il lui serait trop dur, à mon Kapitochka, de vivre dans une famille étrangère.",15
4,french,Je veux le garder avec moi.,16
4,french,Et Avdiéitch quitta son patron et s'établit à son compte avec son fils.,17
4,french,Mais Dieu ne bénit pas Martin dans ses enfants.,18
4,french,"Comme il commençait à grandir et à aider son père, Kapitochka tomba malade: il dépérit pendant une semaine et mourut.",19
4,french,Avdiéitch ensevelit son enfant et désespéra de tout.,20
4,french,Il était si désolé qu'il se prit à murmurer contre Dieu.,21
