story,lang,sentences,sentence_num
2,rus,"Они били меня теми ударами, которым я научил их.  — Вы пожинаете то, что посеяли, — продолжал монах. — Если бы вы учили своих товарищей делам добра, вы бы и получили от них добрые поступки.",87
2,rus,"Но вы учили их убийству, и зо потому вы через свои дела убиты их рукою.  — Ваша правда, — отвечал атаман разбойников: — я заслужил свою участь, но как тяжел мой жребий тем, что я должен пожать плод всех моих дурных дел в будущих существованиях.",88
2,rus,"Научите меня, святой отец, что я могу сделать, чтобы облегчить мою жизнь от грехов, которые давят меня, как скала, наваленная мне на грудь.",89
2,rus,"И Пантака сказал:  — Искорените ваши грешные желания, уничтожьте злые страсти и наполните свою душу добротою ко всем существам.",90
2,rus,Атаман сказал:  — Я делал много зла и не делал добра.,91
2,rus,"Как могу я выпутаться из той сети горя, которую я связал из злых желаний моего сердца?",92
2,rus,"Моя карма повлечет меня в ад, я никогда не буду в состоянии вступить на путь спасения.",93
2,rus,"И монах сказал:  —Да, ваша карма пожнет в будущих воплощениях плоды тех семян, которые вы посеяли.",94
2,rus,Для делателя дурных дел нет избавления от последствий своих дурных поступков.,95
2,rus,"Но не отчаивайтесь: всякий человек может спастись, но только с тем условием, чтобы он искоренил из себя заблуждение личности.",96
2,rus,"Как пример этого, я расскажу вам историю великого разбойника Кандаты, который умер нераскаянным и вновь родился дьяволом в аду, где он мучился за свои дурные дела самыми ужасными страданиями.",97
2,rus,"Он был уже в аду много лет и не мог избавиться от своего бедственного положения, когда Будда явился на земле и достиг блаженного состояния просветления.",98
2,rus,"В это достопамятное время луч света попал и в ад, возбудив во всех демонах жизнь и надежду, и разбойник Кандата громко закричал: «О, Будда блаженный, сжалься надомной!",99
2,rus,"Я страшно страдаю; и хотя я делал зло, я желаю теперь идти по пути праведности.",100
2,rus,"Но я не могу выпутаться из сети горя; помоги мне, господи, сжалься надо мной!»",101
2,rus,"Закон кармы таков, что злые дела ведут к погибели.",102
2,rus,"Когда Будда услышал просьбу страдающего в аду демона, он послал к нему паука на паутине, и паук сказал: «Схватись за мою паутину и вылезай по ней из ада».",103
2,rus,"Когда паук исчез из вида, Кандата схватился за паутину и стал вылезать по ней.",104
2,rus,"Паутина была так крепка, что не обрывалась, и он поднимался по ней всё выше и выше.",105
2,rus,"Вдруг он почувствовал, что нить стала дрожать и колебаться, потому что за ним начинали лезть по паутине и другие страдальцы.",106
2,rus,"Кандата испугался; он видел тонкость паутины и видел, что она растягивается от увеличившейся тяжести.",107
2,rus,Но паутина всё еще держала его.,108
2,rus,"Кандата перед этим смотрел только вверх, теперь же он посмотрел вниз и увидел, что за ним лезла по паутине бесчисленная толпа жителей ада.",109
2,rus,"«Как может эта тонкая нить вынести тяжесть всех этих людей», — подумал он и, испугавшись, громко закричал: «Пустите паутину, она моя!»",110
2,rus,"И вдруг паутина оборвалась, и Кандата упал назад в ад.",111
2,rus,Заблуждение личности еще жило в Кандате.,112
2,rus,"Он не знал чудесной силы искреннего стремления вверх для того, чтобы вступить на путь праведности.",113
2,rus,"Стремление это тонко, как паутина, но оно поднимет миллионы людей, и чем больше будет людей лезть по паутине, тем легче будет каждому из них.",114
2,rus,"Но как только в сердце человека возникнет мысль, что паутина эта моя, что благо праведности принадлежит мне одному и что пусть никто не разделяет его со мной, то нить обрывается, и ты падаешь назад в прежнее состояние отдельной личности; отдельность же личности есть проклятие, а единение есть благословение.",115
2,rus,Что такое ад?,116
2,rus,"Ад есть не что иное, как себялюбие, а нирвана есть жизнь общая...  — Дайте же мне ухватиться за паутину, — сказал умирающий атаман разбойников Магадута, когда монах кончил свой рассказ, — и я выберусь из пучины ада.",117
2,rus,"Магадута пробыл несколько минут в молчании, собираясь с мыслями, потом он продолжал:  — Выслушайте меня, я признаюсь вам.",118
2,rus,"Я был слугою у Панду, ювелира из Колшамби.",119
2,rus,"Но после того, как он несправедливо истязал меня, я убежал от него и стал атаманом разбойников.",120
2,rus,"Несколько времени тому назад я узнал от моих разведчиков, что он проезжает через горы, и я ограбил его, отнял у него большую часть его состояния.",121
2,rus,"Подите теперь к нему и скажите ему, что я простил его от всего сердца за оскорбление, которое он несправедливо нанес мне, и прошу его простить меня за то, что я ограбил его.",122
2,rus,"Когда я жил с ним, сердце его было жестоко как камень, и я научился от него его себялюбию.",123
2,rus,"Я слышал, что он теперь стал добродушен и что на него указывают, как на образец доброты и справедливости.",124
2,rus,"Я не хочу оставаться в долгу у него; поэтому скажите ему, что я сохранил золотую корону, которую он сделал для царя, и все его сокровища и спрятал их в подземелье.",125
2,rus,"Только два разбойника знали это место, и теперь они оба мертвые; пусть Панду возьмет с собою вооруженных людей и придет к этому месту и возьмет назад ту собственность, которой я лишил его.",126
2,rus,"После этого Магадута рассказал, где было подземелье, и умер на руках Пантаки.",127
2,rus,"Как скоро молодой монах Пантака вернулся в Колшамби, он пошел к ювелиру и рассказал ему обо всем, что случилось в лесу.",128
2,rus,"И Панду пошел с вооруженными людьми к подземелью и взял из него все сокровища, которые атаман спрятал в нем.",129
2,rus,"И они с почестью похоронили атамана и его убитых товарищей, и Пантака над могилой, рассуждая о словах Будды, сказал следующее:  «Личность делает зло, личность же и страдает от него.",130
2,rus,"Личность воздерживается от зла, и личность очищается.",131
2,rus,Чистота и нечистота принадлежат личности: никто не может очистить другого.,132
2,rus,Человек сам должен сделать усилие; Будды только проповедники».,133
2,rus,"«Наша карма, — сказал еще монах Пантака, — не есть произведение Шивары, или Брамы, или Индры, или какого-нибудь из богов, — наша карма есть последствие наших поступков.",134
2,rus,"Моя деятельность есть утроба, которая носит меня, есть наследство, которое достается мне, есть проклятие моих злых дел и благословение моей праведности.",135
2,rus,Моя деятельность есть единственное средство моего спасения».,136
2,rus,"Панду привез назад в Колшамби все свои сокровища, и, с умеренностью пользуясь своим столь неожиданно возвращенным богатством, он спокойно и счастливо прожил свою остальную жизнь, и когда он умирал, уже в преклонных летах, и все его сыновья, дочери и внуки собрались около него, он сказал им:  — Милые дети, не осуждайте других в своих неудачах.",137
2,rus,Ищите причины ваших бед в самих себе.,138
2,rus,"И если вы не ослеплены тщеславием, вы найдете ее, а найдя ее, вы сумеете избавиться от зла.",139
2,rus,Лекарство от ваших бед в вас самих.,140
2,rus,Пусть ваш умственный взор никогда не покрывается покровом Майи...,141
2,rus,"Помните те слова, которые были талисманом моей жизни:  «Тот, кто делает больно другому, делает зло себе.",142
2,rus,"Тот, кто помогает другому, помогает себе.",143
2,rus,Пусть исчезнет обман личности — и вы вступите на путь праведности».,144
3,fre,"Pandou, un riche joaillier de la caste brahmanique se rendait, accompagné de son domestique, à Bénarès.",1
3,fre,"Ayant rencontré sur la route un moine à l'aspect vénérable qui marchait dans la même direction, il le pria de prendre place à côté de lui. — Je vous remercie pour votre bonté, dit le moine, car je suis bien fatigué.",2
3,fre,"Cependant, comme je ne possède rien et ne puis vous payer rien en retour, je vous offrirai, en cas de besoin, quelques trésors spirituels que j'ai acquis en suivant la doctrine de Çakya-Mouni, le bienheureux Bouddha, grand-maître de l'humanité!",3
3,fre,"Ils firent donc route ensemble, et Pandou écoutait avec plaisir les sages paroles de Narada.",4
3,fre,"Une heure après, arrivés à l'endroit où le chemin était inondé des deux côtés, ils aperçurent une charrette de pavsan qui, avec une roue brisée, gisait sur le flanc et obstruait la voie.",5
3,fre,"Devala, le propriétaire de la charrette, allait à Bénarès pour y vendre son riz et il s'était pressé pour y arriver avant l’aube.",6
3,fre,"S’il arrivait un jour en retard, les acheteurs, s'étant déjà approvisionnés, pourraient être partis.",7
3,fre,"Le joaillier voyant qu'il ne pouvait poursuivre son voyage si l'obstacle n'était pas enlevé, se fâcha et donna l’ordre à son esclave, Madagouta, de déplacer la charrette.",8
3,fre,Le paysan s’y opposait parce que sa voiture était si prés du fossé qu'en la touchant on pouvait l'y précipiter.,9
3,fre,Mais le brahmine ne voulut rien entendre et ordonna à Madagouta d’exécuter ses ordres.,10
3,fre,"Ce dernier, d'une force herculéenne et qui trouvait du plaisir à molester les faibles, jeta la charrette dans le fossé avant que le moine eût le temps d’intervenir.",11
3,fre,"Lorsque Pandou passa et voulut continuer la route, le moine descendit vivement de la voiture et lui dit : — Pardonnez-moi. monsieur, de vous quitter : je vous remercie d'avoir été assez bon pour permettre de voyager pendant une heure dans votre voiture.",12
3,fre,"J'étais très fatigué, mais à présent, grâce à votre amabilité, je suis reposé.",13
3,fre,"D'ailleurs, ayant reconnu dans ce paysan l’incarnation d’un de vos aïeux, je ne puis mieux vous récompenser pour votre bonté qu'en le secourant dans son malheur.",14
3,fre,Le brahmine regarda avec étonnement le moine. — Vous dites que ce paysan est l'incarnation d'un de mes aïeux?,15
3,fre,"C'est impossible! — Vous ignorez, dit le moine, les liens nombreux qui nous unissent à la destinée de ce paysan.",16
3,fre,"Ou ne peut pas demander, il est vrai, à un aveugle de voir.",17
3,fre,"Aussi je vous plains seulement parce que vous vous nuisez à vous-même, et je tâcherai de tous défendre contre les blessures que vous voulez vous porter.",18
3,fre,"Malgré la grande bonté avec laquelle le moine parlait, le riche négociant ressentit le reproche et comme il n’y était pas habitué, il ordonna au cocher de continuer la route sans s'arrêter.",19
3,fre,"Le moine s'approcha de Devala, le salua, et se mit eu devoir de l'aider à réparer la charrette et de ramasser le riz.",20
3,fre,"Le travail avançait si rapidement que Devala ne put s’empêcher de penser : « Ce moine doit être un saint, on dirait que des esprits invisibles l'assistent.",21
3,fre,"Si je lui demandais pourquoi l'orgueilleux brahmine m'a traité d’une façon si rude.» — Mon bon monsieur, fit-il ; ne pourriez-vous pas me dire pourquoi j'ai subi une pareille injustice de la part d'un homme auquel je n'ai jamais fait de mal? —Cher ami, répondit le moine, vous n'avez subi aucune injustice ; il vous a été seulement rendu, dans votre existence présente, ce que vous avez commis sur ce brahmine, dans la vie passée.",22
3,fre,Et je ne me tromperai pas en disant que meme aujourd'hui vous feriez au brahmine ce qu’il vous a fait si vous étiez à sa place et si vous aviez un esclave aussi fort.,23
3,fre,"Le riz fut bientôt ramassé, puis placé dans la charrette et le moine et le paysan s'en allèrent à Bénarès.",24
3,fre,Ils n’étaient plus loin de la ville lorsque le cheval se jeta tout à coup de côté. — Un serpent !,25
3,fre,un serpent!,26
3,fre,s'écria le paysan.,27
3,fre,"Le moine regarda attentivement l’objet qui avait effrayé le cheval, descendit de la charrette et ramassa une bourse pleine d’or.",28
3,fre,"«Cette bourse n’a pu être perdue que par le riche joaillier », pensa-t-il, et il remit la bourse au paysan en disant: — Prenez cette bourse, et lorsque vous serez à Bénarès, allez à l'hôtel que je vous indiquerai, demandez le brahmine Pandou et rendez-lui son argent.",29
3,fre,"Il s'excusera de l'action grossière qu'il a commise vis-à-vis de vous, mais vous lui direz que vous lui avez pardonné, et que vous lui souhaitez réussite dans toutes ses entreprises, car croyez-moi, plus grands seront ses succès, mieux cela vaudra pour vous.",30
3,fre,"Votre destinée dépend sous bien des rapports, de la sienne.",31
3,fre,"Cependant Pandou était arrivé à Bénarès et rencontra le riche banquier Malmek, avec lequel il était en relations d’affaires. — Je suis perdu, lui dit Malmek. si je n'achète pas aujourd’hui même une charrette du meilleur riz pour la cuisine royale.",32
3,fre,"Il y a à Bénarès un banquier, mon ennemi acharné, qui ayant appris que j'ai traité avec le majordome royal pour lui livrer ce matin même une charrette de riz, a acheté tout ce qui se trouvait de cette marchandise.",33
3,fre,Le majordome ne m'affranchira pas de mon engagement et je suis perdu si Krichna n’envoie pas du ciel un ange à mon aide.,34
3,fre,"Pendant que Malmek racontait son malheur, Pandou s'aperçut qu’il avait perdu sa bourse.",35
3,fre,"Après avoir bien cherché dans la voilure et n‘ayant rien trouvé, il crut que son esclave, Madagouta, l'avait prise.",36
3,fre,Il appela les gens de la police et leur dit que son esclave l’avait volé.,37
3,fre,"Puis, sur ses ordres, Madagouta fut attaché et torturé afin de lui arracher l'aveu du vol. — Je ne suis pas coupable, laissez-moi!",38
3,fre,"criait le pauvre esclave, je ne puis supporter ces tortures!",39
3,fre,"Je suis innocent, et je souffre pour les crimes des autres!",40
3,fre,Oh!,41
3,fre,si je pouvais obtenir le pardon du paysan auquel j'ai fait du mal pour faire plaisir a mon maitre!,42
3,fre,C'est bien la punition de ma cruauté.,43
3,fre,"Les gens de police continuaient à trapper l'esclave, lorsque Devala s'approcha de l'hôtel et, au grand étonnement de tous, tendit à Pandou sa bourse.",44
3,fre,"L'esclave fut aussitôt délivré des mains de ses bourreaux, mais, fâché contre son maitre, il s’enfuit dans les montagnes et se joignit à une bande de brigands.",45
3,fre,"Malmek, apprenant à son tour que le paysan pouvait lui vendre du riz, et de la meilleure qualité, s'empressa de lui acheter toute la charrette et lui paya un prix triple : et Pandou, content d'avoir retrouvé son argent, s’empressa d'aller au couvent pour demander au moine les explications qu'il lui avait promises.",46
3,fre,"Marado lui dit : — J'aurais pu vous donner l'explication que vous désirez : mais sachant que vous êtes incapable de comprendre la vérité, je préfère ne rien vous dire, sauf à vous donner un conseil : traitez tout homme que vous rencontrez comme vous vous traitez vous-même : servez-le comme vous voudriez qu’on vous serve.",47
3,fre,Ainsi vous sèmerez la semence des bonnes actions et la moisson vous profitera aussi. — O moine !,48
3,fre,"donnez-moi l’explication, dit Pandou. et il me sera alors plus facile de suivre votre conseil. — Eh bien, écoutez!",49
3,fre,"répondit le moine, je vous donnerai la clé du mystère : si même vous ne le pénétrez pas, croyez à ce que je vous dis.",50
3,fre,"Se considérer comme un être isolé est une illusion, et celui qui dirige toutes ses pensées pour accomplir la volonté de cet être isolé, suit une voie fausse qui le conduira dans l'abîme du péché.",51
3,fre,"Si nous nous considérons comme des êtres isolés, c'est parce que le voile de Maya aveugle nos yeux et nous empêche de voir les liens indissolubles avec nos proches, et nous empêche de trouver notre communion avec les âmes des autres êtres.",52
3,fre,Peu d'hommes connaissent cette vérité.,53
3,fre,"Que les paroles suivantes soient votre talisman: «Celui qui nuit aux autres, fait du mal à soi-mème.",54
3,fre,"«Celui qui aide aux autres, fait du bien à soi-même.",55
3,fre,«Cessez de vous considérer comme un être isolé et vous marcherez dans la voie de la vérité.,56
3,fre,"» Pour celui dont la vue est obscurcie par le voile de Maya, le monde semble divisé en individualités innombrables.",57
3,fre,Et un pareil homme ne peut pas comprendre la portée de l'amour universel pour tout être vivant.,58
3,fre,Pandou répondit: — Vos paroles ont une profonde signification et je m’en souviendrai.,59
3,fre,"J’ai fait un petit bien, qui ne m'a rien coûté, à un pauvre moine pendant mon voyage à Bénarès, et voici quelles conséquences heureuses j'en retire.",60
3,fre,"Je vous dois beaucoup, car, sans vous, non seulement j'aurais perdu ma bourse, mais encore il m'aurait été impossible de négocier, à Bénarès, les affaires qui ont notablement accru ma fortune.",61
3,fre,"De plus, grâce à vous, la charrette de riz est arrivée à temps pour sauver mon ami Malmek.",62
3,fre,"Si tous les hommes pénétraient la vérité de vos préceptes, combien notre monde deviendrait meilleur, combien le mal y aurait diminué et le bonheur universel augmenté!",63
3,fre,"Je voudrais que la vérité de Bouddha soit comprise de tous ; c’est pourquoi je veux fonder un couvent dans mon pays, Kolshambi, et je vous prie de m’aider à fonder une retraite pour les frères, disciples de Bouddha.",64
3,fre,Des années se sont passées.,65
3,fre,Le couvent de Kolshambi fondé par Pandou est devenu le lieu de réunion des sages et le centre célèbre de 1a science.,66
3,fre,"Un jour, le roi d’un pays voisin, ayant entendu parler de la perfection des joyaux fabriqués par Pandou, lui envoya son trésorier pour lui commander une couronne d'or massif enrichie des pierres les plus précieuses de l'Inde.",67
3,fre,"Lorsque Pandou eut achevé ce travail, il se rendit dans la capitale de ce roi et, dans l'espoir d'y traiter de nouvelles affaires, il se munit d'une grande quantité d'or.",68
3,fre,La caravane qui portait ces richesses était accompagnée d’hommes armés.,69
3,fre,"Cependant, lorsqu’elle fut arrivée dans une région montagneuse, une bande de brigands, ayant à sa tête Madagouta, devenu son chef, l'attaqua, massacra l'escorte et s'empara des trésors.",70
3,fre,Pandou lui-même n'échappa qu'à grand’peine.,71
3,fre,Cette perte fit une énorme brèche dans 1a fortune du joaillier.,72
3,fre,"Il en fut très affecté, mais il supporta son malheur avec résignation.",73
3,fre,"« J‘ai mérité cette épreuve, pensait-il, par les péchés de ma vie passée.",74
3,fre,"Dans ma jeunesse j'étais dur pour les gens, et je ne dois pas me plaindre de récolter aujourd’hui le fruit de mes mauvaises actions.",75
3,fre,"» Comme il était devenu beaucoup plus bienveillant pour tous les êtres, ses malheurs ne firent que purifier son cœur.",76
3,fre,"De nouvelles années s’écoulèrent et il arriva que Pantaka, un jeune moine disciple de Narada, qui voyageait dans les montagnes de Kolshambi, tomba entre les mains des brigands.",77
3,fre,"Comme il ne possédait rien, le chef des brigands le relâcha après l'avoir fait battre.",78
3,fre,"Le lendemain matin, Pantaka en traversant la forêt entendit le bruit d'une lutte.",79
3,fre,Il se dirigea vers les combattants et vit un grand nombre de brigands attaquant avec rage leur chef Madagouta.,80
3,fre,"Comme un lion entouré de chiens, celui-ci leur tenait tête et en avait déjà tué plusieurs.",81
3,fre,Mais ils étaient trop nombreux et finalement Madagouta fut vaincu et tomba couvert de blessures.,82
3,fre,"Aussitôt que les brigands furent partis, le jeune moine s'approcha des blessés pour leur porter aide.",83
3,fre,Mais tous étaient déjà morts; seul Madagouta donnait encore quelques signes de vie.,84
3,fre,"Le moine courut alors à un petit ruisseau qui coulait non loin de là, prit de l'eau fraiche dans sa cruche et la porta au mourant.",85
3,fre,Madagouta ouvrit les yeux et dit avec un grincement de dents: Où sont ces chiens ingrats que j'ai conduits tant de fois à la curée?,86
3,fre,"Sans moi, ils seront bientôt perdus comme des chacals traqués par des chasseurs. —Ne pensez plus à vos compagnons, aux complices de votre vie criminelle, dit Pantaka.",87
3,fre,"Pensez plutôt à votre dernière heure, au salut de votre âme.",88
3,fre,Buvez cette eau et laissez-moi panser vos blessures.,89
3,fre,"Peut-être pourrai-je encore vous sauver de la mort. — C'est inutile, répondit Madagouta, je suis perdu, les misérables m’ont blessé à mort.",90
3,fre,Ah!,91
3,fre,les lâches!,92
3,fre,Ah!,93
3,fre,les ingrats!,94
3,fre,"Ils m'ont porté les coups que je leur ai moi-même appris. — Vous récoltez ce que vous avez semé. — Si vous aviez enseigné le bien à vos compagnons, c'est du bien que vous en auriez reçu.",95
3,fre,"Vous leur avez appris le meurtre, c'est pourquoi vous vous êtes tué vous-même par leurs mains. — Vous avez raison, répondit le chef des brigands; j'ai mérité mon sort, mais qu'il doit être horrible s'il me faut récolter, dans ma vie future, le fruit de toutes mes mauvaises actions!",96
3,fre,"Apprenez-moi done, saint homme, ce que je puis faire pour alléger le poids des péchés qui oppresse ma poitrine comme un rocher. — Arrachez de votre cœur vos désirs de vengeance; étouffez vos mauvaises passions et emplissez votre âme d'amour pour tous les êtres.",97
3,fre,J'ai fait beaucoup de mal et aucun bien.,98
3,fre,Comment puis-je échapper à ce filet de douleur que j'ai tissé moi-même de mes mauvais instincts ?,99
3,fre,"Ma Karma me conduira a l'enfer, car je ne pourrai jamais trouver la voie du salut. — Oui, c'est vrai, dit le moine.",100
3,fre,Votre Karma recueillera dans vos incarnations futures le fruit de la semence que vous avez semée.,101
3,fre,Celui qui a commis de mauvaises actions ne peut pas en éviter les conséquences.,102
3,fre,Mais ne vous désespérez pas: tout homme peut être sauvé à condition toutefois qu'il fasse le sacrifice de son individualité.,103
3,fre,"Comme exemple, je vous raconterai l'histoire d'un célèbre brigand, Kandata, qui est mort dans l'impénitence et qui renaquit démon dans l'enfer où il a subi les plus horribles souffrances.",104
3,fre,"Il y était déjà depuis de longues années, ne pouvant pas échapper a son malheureux sort, lorsque Bouddha apparut sur la terre.",105
3,fre,"A cette époque mémorable un rayon de lumière pénétra jusqu’à l'enfer et alluma l'espérance chez tous les démons: « O bienheureux Bouddha, aie pitié de moi!",106
3,fre,s'écria le brigand Kandata.,107
3,fre,"Je souffre horriblement et quoique j'aie fait le mal, je voudrais marcher maintenant dans la voie de la justice.",108
3,fre,Mais je ne puis pas me délivrer du filet de douleur qui me presse.,109
3,fre,"Aide-moi, Seigneur, aie pitié de moi!",110
3,fre,» La loi de Karma exige que les mauvaises actions conduisent à la perte.,111
3,fre,"Lorsque Bouddha entendit la prière du démon souffrant dans l'enfer, il lui envoya une araignée sur son fil, et l'araignée lui dit: « Accroche-toi à mon fil et sors de l'enfer.",112
3,fre,"» Lorsque l'araignée eut disparu, Kandata saisit le fil et se mit à grimper.",113
3,fre,Le fil était si solide qu'il ne se rompit pas et que le démon put monter de plus en plus haut.,114
3,fre,Tout à coup il sentit que le fil commençait à trembler et à se balancer.,115
3,fre,C'était parce que d'autres malheureux grimpaient derrière lui.,116
3,fre,Kandata eut peur.,117
3,fre,Il voyait combien le fil était mince et il s‘apercevait qu'il mincissait encore par le poids croissant qu'il apportait.,118
3,fre,"Toutefois, il ne rompait pas.",119
3,fre,"Jusqu‘ici, Kandata n'avait regardé qu’au-dessus de lui.",120
3,fre,"Alors, il regarda au-dessous et vit qu'une foule innombrable d'habitants de l'enter le suivaient dans son ascension.",121
3,fre,« Comment un fil aussi léger peut-il supporter le poids de tous ces gens?,122
3,fre,"» pensa-t-il, et, effrayé, il cria : « Lâchez mon fil, il est à moi!",123
3,fre,"» Et, du coup, le fil se rompit et Kandata retomba dans l'enfer.",124
3,fre,Le sentiment erroné de l'individualité éait encore vivant chez Kandata.,125
3,fre,Il ne savait pas quelle force merveilleuse a la tendance sincère vers le haut pour gravir la voie de la justice.,126
3,fre,"Cette tendance est aussi légère qu'un fil d'araignée, mais elle soulève des millions d'hommes et plus il y en aura, plus léger se sentira chacun d'eux.",127
3,fre,"Mais aussitôt que dans un cœur d'homme naît la pensée que ce fil est à lui , que le bienfait de la justice lui appartient a lui seul et que personne ne doit le partager avec lui, le fil se rompt et l'homme retombe dans son ancienne situation d'individualité isolée.",128
3,fre,Or l'isolement est une malédiction et l'union une bénédiction.,129
3,fre,Qu’est l'enfer?,130
3,fre,"Ce n'est autre chose que l'amour de soi, tandis que Nirvana est la vie commune... — Faites-moi done saisir le fil d'araignée, dit Madagouta mourant, lorsque le moine eut fini son récit.",131
3,fre,"Madagouta garda quelques instants le silence, comme pour rassembler ses pensées, puis il continua: — Ecoutez-moi bien, je veux tout vous avouer.",132
3,fre,"J'étais l'esclave de Pandou, joaillier de Kolshambi.",133
3,fre,"Mais, après qu'il m’eut torturé injustement, je me suis enfui, et suis devenu chef de brigands.",134
3,fre,"Il y a quelque temps, j'ai appris par mes éclaireurs qu'il devait traverser les montagnes.",135
3,fre,Je l'ai surpris et je lui ai enlevé la plus grande partie de sa fortune.,136
3,fre,Allez done lui dire que je lui pardonne de tout mon cœur le mal qu'il m'a fait injustement et que je le prie de me pardonner de l'avoir dépouillé.,137
3,fre,"Lorsque j'étais a son service, son cœur était dur comme une pierre, et c'est de lui que j'ai appris à ne penser qu’a soi.",138
3,fre,J'ai entendu dire qu'il est devenu meilleur et qu’on le cite comme un modèle de bonté et de justice.,139
3,fre,"Je ne veux pas rester son débiteur, aussi je vous prie de lui dire que j'ai conservé cachés dans un souterrain la couronne d'or qu'il a faite pour le roi ainsi que tout son trésor.",140
3,fre,Seuls deux brigands connaissaient ce souterrain et tous deux sont morts aujourd'hui.,141
3,fre,"Que Pandou, accompagné de gens armés, vienne reprendre les biens dont je l'ai dépouillé.",142
3,fre,"Et Madagouta mourut dans les bras de Pantaka, après lui avoir indiqué ou se trouvait le souterrain.",143
3,fre,"Le jeune moine se rendit aussitôt à Kolshambi, alla trouver le joaillier et lui raconta ce qui s'était passé dans la forêt.",144
3,fre,Pandou trouva le souterrain et y prit toutes ses richesses que le chef des brigands y avait cachées.,145
3,fre,"On enterra Madagouta et les brigands tués, et Pantaka, commentant sur leur tombe les paroles de Bouddha, dit: « L'individualité fait le mal et c'est l'individualité qui le souffre.",146
3,fre,» L'individualité évite le mal et l'individualité se purifie.,147
3,fre,» La pureté et l'impureté appartiennent à l'individualité.,148
3,fre,Nul ne peut purifier autrui.,149
3,fre,» L’homme doit lui-même faire l'effort ; les Bouddhas ne sont que des éducateurs.»,150
3,fre,"Pandou rapporta à Kolshambi toutes ses richesses et en jouissant avec modération de la fortune reconquise, il passa le reste de sa vie dans le calme et le bonheur, et lorsque, dans un âge avancé, il fut sur le point de mourir, il réunit autour de lui tous ses enfants et petits-enfants, et leur dit: — Mes chers enfants, n'accusez pas les autres de vos insuccès.",151
3,fre,"Cherchez la cause de vos malheurs en vous-mêmes, et si vous n’êtes pas aveuglés par la vanité, vous las trouverez et vous apprendrez ainsi à éviter le mal.",152
3,fre,Le remède à vos malheurs est en vous-mêmes.,153
3,fre,Que le regard de votre conscience ne soit jamais obscurci par le voile de Maya.,154
3,fre,"Rappelez-vous les paroles qui furent le talisman de ma vie: « Celui qui fait souffrir son prochain, fait du mal à soi-même.",155
3,fre,"» Celui qui aide autrui, vient en aide à soi-même.",156
3,fre,» Que l'erreur de l'individualité disparaisse et vous marcherez dans la voie de la justice.,157
3,fre,»,158
4,eng,"Pandou, a rich jeweller of the Brahmanistic caste, accompanied by his domestic, set out on a journey to Benares.",1
4,eng,"On the way he met a monk of venerable aspect, going on foot in the same direction, and invited him to take a seat in his vehicle.",2
4,eng,"""I thank you for your goodness,"" said the monk, ""for I am indeed very much fatigued.",3
4,eng,"However, as I possess nothing and can pay you nothing in return, I will offer you, in case you should need them, some spiritual treasures which I have acquired in following the precepts of Sakya-Muni, the Blessed Buddha, Grand Master of Humanity!""",4
4,eng,"They therefore journeyed together, and Pandou listened with pleasure to the wise words of Narada the Monk.",5
4,eng,"An hour thus went by, and, arrived at a point where the road was overflowed with water, they perceived a wagon belonging to a peasant, which a broken wheel had caused to turn on its side, thus completely obstructing the passage-way.",6
4,eng,"Devala, the proprietor of the charrette was en route to Benares to sell a load of rice, and he had hurried on in order to arrive there before day-dawn.",7
4,eng,Should he be retarded a day the buyers would have made their purchases and have departed.,8
4,eng,"The jeweller, seeing that he could not continue his voyage if the obstacle was not removed, became angry and ordered his slave Madagouta to remove the wagon.",9
4,eng,The peasant resisted because it was so near the ditch that he feared the attempt would cause it to topple over.,10
4,eng,"But the Brahmin would not listen, and ordered Madagouta to execute his commands.",11
4,eng,"The slave, who was possessed of Herculean strength, and besides found pleasure in molesting the weak, threw the wagon into the ditch before the monk had time to interfere.",12
4,eng,"When Pandou had passed the point, and was about to continue his journey, the monk quietly left the vehicle and said: ""Excuse me, sir, for leaving you; I thank you for having been so good as to permit me to travel in your company during the last hour.",13
4,eng,"I was greatly fatigued, but at present, thanks to your courtesy, I am rested.",14
4,eng,"Besides, having recognized in this peasant the incarnation of one of your ancestors, I cannot better recompense you for your kindness than by succoring him in his misfortune.""",15
4,eng,The Brahmin looked with astonishment at the monk.,16
4,eng,"""You say that this peasant is the incarnation of one of my ancestors?",17
4,eng,"It is impossible!""",18
4,eng,"""You do not know,"" said the monk, ""the many ties which unite us to the destiny of this peasant.",19
4,eng,"One cannot expect, it is true, a blind man to see; therefore, I pity you only because in inflicting these wounds you harm yourself, and I will try to prevent you from so doing.""",20
4,eng,"Notwithstanding the great kindness with which the monk spoke, the rich merchant felt the reproach, and because he was not accustomed to be addressed in this manner, he ordered the driver to continue his journey without further parley.",21
4,eng,"The monk approached Devala, saluted him, and commenced to aid him to repair the wagon and gather up the rice.",22
4,eng,"The work advanced so rapidly that Devala could not help thinking thus: ""This monk must be a saint; I should say that invisible spirits are aiding in this.",23
4,eng,"What if I should ask him why the proud Brahmin treated me in such a rude manner?""",24
4,eng,"""My good sir,"" said he, ""can you tell me why I have been submitted to such an injustice on the part of a man to whom I have never done any wrong?""",25
4,eng,"""Dear friend,"" replied the monk, ""you have not submitted to any injustice ; this is but a return to you, in your present existence of that which you did to this Brahmin in your past life.",26
