sliding.sentences,story,lang,sentence_num,prop_num
"брамином то же самое, что он сделал с вами, если бы были на его месте и имели такого же сильного слугу.",2,rus,607,0.2019294743845642
"то же самое, что он сделал с вами, если бы были на его месте и имели такого же сильного слугу. ",2,rus,608,0.20226214238190285
"же самое, что он сделал с вами, если бы были на его месте и имели такого же сильного слугу.  Земледелец",2,rus,609,0.2025948103792415
"самое, что он сделал с вами, если бы были на его месте и имели такого же сильного слугу.  Земледелец признался,",2,rus,610,0.20292747837658018
"что он сделал с вами, если бы были на его месте и имели такого же сильного слугу.  Земледелец признался, что",2,rus,611,0.20326014637391882
"он сделал с вами, если бы были на его месте и имели такого же сильного слугу.  Земледелец признался, что если",2,rus,612,0.20359281437125748
"сделал с вами, если бы были на его месте и имели такого же сильного слугу.  Земледелец признался, что если бы",2,rus,613,0.20392548236859614
"с вами, если бы были на его месте и имели такого же сильного слугу.  Земледелец признался, что если бы он",2,rus,614,0.2042581503659348
"вами, если бы были на его месте и имели такого же сильного слугу.  Земледелец признался, что если бы он имел",2,rus,615,0.20459081836327345
"если бы были на его месте и имели такого же сильного слугу.  Земледелец признался, что если бы он имел власть,",2,rus,616,0.2049234863606121
"бы были на его месте и имели такого же сильного слугу.  Земледелец признался, что если бы он имел власть, то",2,rus,617,0.20525615435795078
"были на его месте и имели такого же сильного слугу.  Земледелец признался, что если бы он имел власть, то не",2,rus,618,0.2055888223552894
"на его месте и имели такого же сильного слугу.  Земледелец признался, что если бы он имел власть, то не раскаялся",2,rus,619,0.20592149035262808
"его месте и имели такого же сильного слугу.  Земледелец признался, что если бы он имел власть, то не раскаялся бы,",2,rus,620,0.20625415834996674
"месте и имели такого же сильного слугу.  Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив",2,rus,621,0.20658682634730538
"и имели такого же сильного слугу.  Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с",2,rus,622,0.20691949434464404
"имели такого же сильного слугу.  Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим",2,rus,623,0.2072521623419827
"такого же сильного слугу.  Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком,",2,rus,624,0.20758483033932135
"же сильного слугу.  Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим",2,rus,625,0.20791749833666
"сильного слугу.  Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему",2,rus,626,0.20825016633399868
"слугу.  Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу,",2,rus,627,0.2085828343313373
" Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так",2,rus,628,0.20891550232867598
"Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же,",2,rus,629,0.20924817032601464
"признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как",2,rus,630,0.20958083832335328
"что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин",2,rus,631,0.20991350632069194
"если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил",2,rus,632,0.2102461743180306
"бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с",2,rus,633,0.21057884231536927
"он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.",2,rus,634,0.2109115103127079
"имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним. ",2,rus,635,0.21124417831004658
"власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.  Рис",2,rus,636,0.21157684630738524
"то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.  Рис был",2,rus,637,0.21190951430472388
"не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.  Рис был убран",2,rus,638,0.21224218230206254
"раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.  Рис был убран в",2,rus,639,0.2125748502994012
"бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.  Рис был убран в воз,",2,rus,640,0.21290751829673984
"поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.  Рис был убран в воз, и",2,rus,641,0.2132401862940785
"с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.  Рис был убран в воз, и монах",2,rus,642,0.21357285429141717
"другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.  Рис был убран в воз, и монах с",2,rus,643,0.2139055222887558
"человеком, загородившим ему дорогу, так же, как брамин поступил с ним.  Рис был убран в воз, и монах с земледельцем",2,rus,644,0.21423819028609448
"загородившим ему дорогу, так же, как брамин поступил с ним.  Рис был убран в воз, и монах с земледельцем приближались",2,rus,645,0.21457085828343314
"ему дорогу, так же, как брамин поступил с ним.  Рис был убран в воз, и монах с земледельцем приближались уже",2,rus,646,0.21490352628077178
"дорогу, так же, как брамин поступил с ним.  Рис был убран в воз, и монах с земледельцем приближались уже к",2,rus,647,0.21523619427811044
"так же, как брамин поступил с ним.  Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу,",2,rus,648,0.2155688622754491
"же, как брамин поступил с ним.  Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда",2,rus,649,0.21590153027278775
"как брамин поступил с ним.  Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь",2,rus,650,0.2162341982701264
"брамин поступил с ним.  Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг",2,rus,651,0.21656686626746507
"поступил с ним.  Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась",2,rus,652,0.21689953426480374
"с ним.  Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в",2,rus,653,0.21723220226214238
"ним.  Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.",2,rus,654,0.21756487025948104
" Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону. ",2,rus,655,0.2178975382568197
"Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея,",2,rus,656,0.21823020625415834
"был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея!",2,rus,657,0.218562874251497
"убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! —",2,rus,658,0.21889554224883567
"в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул",2,rus,659,0.2192282102461743
"воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.",2,rus,660,0.21956087824351297
"и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец. ",2,rus,661,0.21989354624085164
"монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но",2,rus,662,0.22022621423819028
"с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах,",2,rus,663,0.22055888223552894
"земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально",2,rus,664,0.2208915502328676
"приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув",2,rus,665,0.22122421823020624
"уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на",2,rus,666,0.2215568862275449
"к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет,",2,rus,667,0.22188955422488357
"Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший",2,rus,668,0.2222222222222222
"когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь,",2,rus,669,0.22255489021956087
"лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил",2,rus,670,0.22288755821689954
"вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с",2,rus,671,0.22322022621423818
"шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги",2,rus,672,0.22355289421157684
"в сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и",2,rus,673,0.2238855622089155
"сторону.  —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал,",2,rus,674,0.22421823020625417
" —Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что",2,rus,675,0.2245508982035928
"—Змея, змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это",2,rus,676,0.22488356620093147
"змея! — воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был",2,rus,677,0.22521623419827014
"— воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек,",2,rus,678,0.22554890219560877
"воскликнул земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный",2,rus,679,0.22588157019294744
"земледелец.  Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.",2,rus,680,0.2262142381902861
" Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота. ",2,rus,681,0.22654690618762474
"Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.  «Никто,",2,rus,682,0.2268795741849634
"монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.  «Никто, кроме",2,rus,683,0.22721224218230207
"пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.  «Никто, кроме богатого",2,rus,684,0.2275449101796407
"взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.  «Никто, кроме богатого ювелира,",2,rus,685,0.22787757817697937
"на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не",2,rus,686,0.22821024617431804
"предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог",2,rus,687,0.22854291417165667
"испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять",2,rus,688,0.22887558216899534
"лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот",2,rus,689,0.229208250166334
"соскочил с телеги и увидал, что это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек»,",2,rus,690,0.22954091816367264
"с телеги и увидал, что это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек», —",2,rus,691,0.2298735861610113
"телеги и увидал, что это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал",2,rus,692,0.23020625415834997
"и увидал, что это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он",2,rus,693,0.23053892215568864
"увидал, что это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и,",2,rus,694,0.23087159015302727
"что это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв",2,rus,695,0.23120425815036594
"это был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек,",2,rus,696,0.2315369261477046
"был кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал",2,rus,697,0.23186959414504324
"кошелек, полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его",2,rus,698,0.2322022621423819
"полный золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу,",2,rus,699,0.23253493013972057
"золота.  «Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав:",2,rus,700,0.2328675981370592
" «Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите",2,rus,701,0.23320026613439787
"«Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот",2,rus,702,0.23353293413173654
"кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек",2,rus,703,0.23386560212907517
"богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и,",2,rus,704,0.23419827012641384
"ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда",2,rus,705,0.2345309381237525
"не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете",2,rus,706,0.23486360612109114
"мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в",2,rus,707,0.2351962741184298
"потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе,",2,rus,708,0.23552894211576847
"этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте",2,rus,709,0.2358616101131071
"кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к",2,rus,710,0.23619427811044577
"— подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице,",2,rus,711,0.23652694610778444
"подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую",2,rus,712,0.2368596141051231
"он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я",2,rus,713,0.23719228210246174
"и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу",2,rus,714,0.2375249500998004
"взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам,",2,rus,715,0.23785761809713907
"кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите",2,rus,716,0.2381902860944777
"подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина",2,rus,717,0.23852295409181637
"его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду",2,rus,718,0.23885562208915503
"земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и",2,rus,719,0.23918829008649367
"сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте",2,rus,720,0.23952095808383234
"—Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек.",2,rus,721,0.239853626081171
"этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он",2,rus,722,0.24018629407850964
"кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет",2,rus,723,0.2405189620758483
"и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться",2,rus,724,0.24085163007318697
"когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед",2,rus,725,0.2411842980705256
"будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами",2,rus,726,0.24151696606786427
"в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами за",2,rus,727,0.24184963406520293
"Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами за грубость",2,rus,728,0.24218230206254157
"подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами за грубость своего",2,rus,729,0.24251497005988024
"к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка,",2,rus,730,0.2428476380572189
"гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка, но",2,rus,731,0.24318030605455754
"которую я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка, но вы",2,rus,732,0.2435129740518962
"я укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка, но вы скажите",2,rus,733,0.24384564204923487
"укажу вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему,",2,rus,734,0.24417831004657353
"вам, спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что",2,rus,735,0.24451097804391217
"спросите брамина Панду и отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы",2,rus,736,0.24484364604125083
"брамина Панду и отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили",2,rus,737,0.2451763140385895
"Панду и отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его",2,rus,738,0.24550898203592814
"и отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и",2,rus,739,0.2458416500332668
"отдайте кошелек. Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете",2,rus,740,0.24617431803060547
"кошелек. Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему",2,rus,741,0.2465069860279441
"Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха",2,rus,742,0.24683965402528277
"будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во",2,rus,743,0.24717232202262143
"извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех",2,rus,744,0.24750499001996007
"перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех его",2,rus,745,0.24783765801729873
"вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях,",2,rus,746,0.2481703260146374
"за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому",2,rus,747,0.24850299401197604
"грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что,",2,rus,748,0.2488356620093147
"своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте",2,rus,749,0.24916833000665337
"поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне,",2,rus,750,0.249500998003992
"но вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем",2,rus,751,0.24983366600133067
"вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше",2,rus,752,0.25016633399866933
"скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут",2,rus,753,0.250499001996008
"ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его",2,rus,754,0.25083166999334666
"что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи,",2,rus,755,0.25116433799068527
"вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем",2,rus,756,0.25149700598802394
"простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше",2,rus,757,0.2518296739853626
"его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это",2,rus,758,0.25216234198270127
"и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет",2,rus,759,0.25249500998003993
"желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для",2,rus,760,0.2528276779773786
"ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас.",2,rus,761,0.2531603459747172
"успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас. Ваша",2,rus,762,0.25349301397205587
"во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас. Ваша судьба",2,rus,763,0.25382568196939453
"всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас. Ваша судьба во",2,rus,764,0.2541583499667332
"его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас. Ваша судьба во многом",2,rus,765,0.25449101796407186
"предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас. Ваша судьба во многом зависит",2,rus,766,0.25482368596141053
"потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас. Ваша судьба во многом зависит от",2,rus,767,0.2551563539587492
"что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас. Ваша судьба во многом зависит от его",2,rus,768,0.2554890219560878
"верьте мне, чем больше будут его успехи, тем лучше это будет для вас. Ваша судьба во многом зависит от его судьбы.",2,rus,769,0.25582168995342647
"мне, чем больше будут его успехи, тем лучше это будет для вас. Ваша судьба во многом зависит от его судьбы. Если",2,rus,770,0.25615435795076513
"чем больше будут его успехи, тем лучше это будет для вас. Ваша судьба во многом зависит от его судьбы. Если бы",2,rus,771,0.2564870259481038
"больше будут его успехи, тем лучше это будет для вас. Ваша судьба во многом зависит от его судьбы. Если бы Панду",2,rus,772,0.25681969394544246
"будут его успехи, тем лучше это будет для вас. Ваша судьба во многом зависит от его судьбы. Если бы Панду спросил",2,rus,773,0.2571523619427811
"его успехи, тем лучше это будет для вас. Ваша судьба во многом зависит от его судьбы. Если бы Панду спросил у",2,rus,774,0.25748502994011974
"успехи, тем лучше это будет для вас. Ваша судьба во многом зависит от его судьбы. Если бы Панду спросил у вас",2,rus,775,0.2578176979374584
"тем лучше это будет для вас. Ваша судьба во многом зависит от его судьбы. Если бы Панду спросил у вас объяснений,",2,rus,776,0.25815036593479707
"лучше это будет для вас. Ваша судьба во многом зависит от его судьбы. Если бы Панду спросил у вас объяснений, то",2,rus,777,0.25848303393213573
"это будет для вас. Ваша судьба во многом зависит от его судьбы. Если бы Панду спросил у вас объяснений, то пошлите",2,rus,778,0.2588157019294744
"будет для вас. Ваша судьба во многом зависит от его судьбы. Если бы Панду спросил у вас объяснений, то пошлите его",2,rus,779,0.25914836992681306
"для вас. Ваша судьба во многом зависит от его судьбы. Если бы Панду спросил у вас объяснений, то пошлите его в",2,rus,780,0.25948103792415167
"вас. Ваша судьба во многом зависит от его судьбы. Если бы Панду спросил у вас объяснений, то пошлите его в монастырь,",2,rus,781,0.25981370592149033
"Ваша судьба во многом зависит от его судьбы. Если бы Панду спросил у вас объяснений, то пошлите его в монастырь, где",2,rus,782,0.260146373918829
