story,lang,sentences,grain_size,index
1,eng,"As soon as Panthaka, the young shramana, had reached Kaushambi, he went to the jeweller and gave him a full account of his recent adventure in the forest.And Pandu went with an escort of armed men and secured the treasures which the robber-chief had concealed in the cave; and they buried the robber-chief and his slain comrades with all honors, and Panthaka spoke at the grave, discoursing on the words of Buddha: ""By one's self evil is done; by one's self one suffers.By one's self evil is left undone; by one's self one is purified.Purity and impurity belong to one's self; no one can purify another.You yourself must make an effort.The Buddhas are only preachers.""""Our karma,"" the shramana said, ""is not the work of Ishvara, or Brahma, or Indra, or of any one of the gods.Our karma is the product of our own actions.My action is the womb that bears me; it is the inheritance which devolves upon me ; it is the curse of my misdeeds and the blessing of my righteousness.My action is the resource by which alone I can work out my salvation.""Pandu carried all his treasures back to Kaushambi, and, using with discretion the wealth thus unexpectedly regained, he became richer and more powerful than he had ever been before, and when he was dying at an advanced age he had all his sons and daughters and grandchildren gathered round him and said unto them : "" My dear children, do not blame others for your lack of success.Seek the cause of your ills in yourself.Unless you are blinded by vanity you will find it, and having found it you will see the way out of it.The remedy of your ills, too, lies in yourself.Let never your mental eye be covered by the veil of Maya, and remember the words which have proved a talisman in my life: ""He who hurts others injures himself.He who helps others advances his own interests.Let the illusion of self disappear.And you will naturally walk in the path of truth.""",20,8
2,rus,"Панду, богатый ювелир браминской касты, ехал с своим слугой в Бенарес.Догнав по пути монаха почтенного вида, который шел по тому же направлению, он подумал сам с собой: «Этот монах имеет благородный и святой вид.Общение с добрыми людьми приносит счастье; если он также идет в Бенарес, я приглашу его ехать со мной в моей колеснице».И, поклонившись монаху, он спросил его, куда он идет, и, узнав, что монах, имя которого было Нарада, идет также в Бенарес, он пригласил его в свою колесницу.  — Благодарю вас за вашу доброту, — сказал монах брамину, — я действительно измучен продолжительным путешествием.Не имея собственности, я не могу вознаградить вас деньгами, но может случиться, что я буду в состоянии воздать вам каким-либо духовным сокровищем из богатства знания, которое я приобрел, следуя учению Сакия Муни, блаженного великого Будды, учителя человечества.",5,1
2,rus,"Они поехали вместе в колеснице, и Панду дорогою слушал с удовольствием поучительные речи Нарада.Проехав один час, они подъехали к месту, где дорога была размыта с обеих сторон и телега земледельца с сломанным колесом загораживала путь.Девала, владетель телеги, ехал в Бенарес, чтобы продать свой рис, и торопился поспеть до зари следующего утра.Если бы он опоздал днем, покупатели риса могли уже уехать из города, скупив нужное им количество риса.Когда ювелир увидал, что он не может продолжать путь, если телега земледельца не будет сдвинута, он рассердился и приказал Магадуте, рабу своему, сдвинуть телегу в сторону, так, чтобы колесница могла проехать.",5,2
2,rus,"Земледелец противился, потому что воз его лежал так близко к обрыву, что мог рассыпаться, если его тронуть, но брамин не хотел слушать земледельца и приказал своему слуге сбросить воз с рисом.Магадута, необыкновенно сильный человек, находивший удовольствие в оскорблении людей, повиновался, прежде чем монах мог вступиться, и сбросил воз.Когда Панду проехал и хотел продолжать свой путь, монах выскочил из его колесницы и сказал:  — Извините меня, господин, за то, что я покидаю вас.Бла-' годарю вас за то, что вы по своей доброте позволили мне проехать один час в вашей колеснице.Я был измучен, когда вы посадили меня, но теперь благодаря вашей любезности я отдохнул.",5,3
2,rus,"Признав же в этом земледельце воплощение одного из ваших предков, я не могу ничем лучше вознаградить вас за вашу доброту, как тем, чтобы помочь ему в его несчастье.Брамин взглянул с удивлением на монаха.  — Вы говорите, что этот земледелец есть воплощение одного из моих предков; этого не может быть.  —Я знаю, — отвечал монах, — что вам неизвестны те сложные и значительные связи, которые соединяют вас с судьбою этого земледельца.Но от слепого нельзя ожидать того, чтобы он видел, и потому я сожалею о том, что вы вредите сами себе, и постараюсь защитить вас от тех ран, которые вы собираетесь нанести себе.Богатый купец не привык к тому, чтобы его укоряли; чувствуя же, что слова монаха, хотя и сказанные с большой добротой, содержали в себе язвительный упрек, он приказал слуге своему тотчас же ехать далее.Монах поздоровался с Девалой земледельцем и стал помогать ему в починке его телеги и в том, чтобы подобрать рассыпавшийся рис.",5,4
2,rus,"Дело шло быстро, и Девала подумал:  «Этот монах, должно быть, святой человек, — ему как будто помогают невидимые духи.Спрошу его, чем я заслужил жестокое со мной обращение гордого брамина».И он сказал:  . —Почтенный господин!не можете ли вы сказать мне, за что я потерпел несправедливость от человека, которому я никогда не сделал ничего худого?Монах сказал:  —Любезный друг, вы не потерпели несправедливости, но только потерпели в теперешнем существовании то, что вы совершили над этим брамином в прежней жизни.",5,5
2,rus,"И я не ошибусь, сказавши, что даже и теперь вы бы сделали над брамином то же самое, что он сделал с вами, если бы были на его месте и имели такого же сильного слугу.Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.«Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек.",5,6
2,rus,"Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас.Ваша судьба во многом зависит от его судьбы.Если бы Панду спросил у вас объяснений, то пошлите его в монастырь, где он всегда найдет меня в готовности помочь ему советом, если совет нужен ему.Панду между тем приехал в Бенарес и встретил Малмеку, своего торгового приятеля, богатого банкира.  — Я погиб, — сказал Малмека, — и не могу делать никаких 20 дел, если нынче же не куплю воз лучшего риса для царской кухни.Есть в Бенаресе мой враг банкир, который, узнав то,, что я сделал условие с царским дворецким о том, что я доставлю ему сегодня утром воз риса, желая погубить меня, скупил весь, рис в Бенаресе.",5,7
2,rus,"Царский дворецкий не освободит меня от условия, и завтра я пропал, если Кришна не пошлет мне ангела с неба.В то время как Малмека жаловался на свое несчастье, Панду хватился своего кошелька.Обыскав свою колесницу и не найдя его, он заподозрил своего раба Магадуту и призвал полицейских, обвинил его и, велев привязать его, жестоко мучил, чтобы вынудить от него признание.Раб кричал, страдая:  — Я невиновен, отпустите меня!Я не могу переносить этих мук!",5,8
2,rus,"Я совершенно невинен в этом преступлении и страдаю теперь за грехи других!О, если бы я мог выпросить прощение у того земледельца, которому я сделал зло ради моего хозяина!Мучения эти, верно, служат наказанием за мою жестокость.В то время как полицейские еще продолжали бить раба, земледелец подъехал к гостинице и к великому удивлению всех подал кошелек.Раба тотчас же освободили из рук его мучилтелей, но, будучи недоволен своим хозяином, он убежал от него и присоединился к шайке разбойников, живших в горах.",5,9
2,rus,"Когда же Малмека услыхал, что земледелец может продать самого лучшего рису, годного для царского стола, он тотчас же купил весь воз за тройную цену, а Панду, радуясь в сердце своем возвращению денег, тотчас же поспешил в монастырь, чтобы получить от монаха те объяснения, которые он обещал ему.Нарада сказал: — Я бы мог дать вам объяснение, но, зная, что вы неспособны понять духовную истину, я предпочитаю молчание.Однако я дам вам общий совет: обращайтесь с каждым человеком, которого вы встретите, так же, как с самим собой, служите ему так же, как вы желали бы, чтобы вам служили.Таким образом вы посеете семя добрых дел, и богатая жатва их не минует вас.  — О, монах!дайте мне объяснение, — сказал Панду, — и мне легче будет тогда следовать вашему совету.",5,10
2,rus,"И монах сказал:  — Слушайте же, я дам вам ключ к тайне: если вы и не поймете ее, верьте тому, что я скажу вам.Считать себя отдельным существом есть обман, и тот, кто направляет свой ум на то, чтобы исполнять волю этого отдельного существа, следует за ложным светом, который приведет его в бездну греха.То, что мы считаем себя отдельными существами, происходит оттого, что покрывало Майи ослепляет наши глаза и мешает нам видеть неразрывную связь с нашими ближними, мешает нам проследить наше единство с душами других существ.Немногие знают эту истину.Пусть следующие слова будут вашим талисманом:  «Тот, кто вредит другим, делает зло себе.",5,11
2,rus,"Тот, кто помогает другим, делает добро себе.Перестаньте считать себя отдельным существом — и вы вступите на путь истины.Для того, чье зрение омрачено покрывалом Майи, весь мир кажется разрезанным на бесчисленные личности.И такой человек не может понимать значения всеобъемлющей любви ко всему живому»  Панду отвечал:  — Ваши слова, почтенный господин, имеют глубокое значение, и я запомню их.Я сделал небольшое добро, которое мне ничего не стоило, для бедного монаха во время моей поездки в Бенарес, и вот как благодетельны оказались его последствия.",5,12
2,rus,"Я много обязан вам, потому что без вас я не только потерял бы •свой кошелек, но не мог бы делать в Бенаресе тех торговых дел, которые значительно увеличили мое состояние.Кроме того, ваша заботливость и прибытие воза риса содействовали благосостоянию моего друга Малмеки.Если бы все люди познали истину ваших правил, насколько лучше бы был наш мир, как уменьшилось бы зло в нем и возвысилось общее благосостояние!Я желал бы, чтобы истина Будды была понята всеми, и потому я хочу основать монастырь в моей родине Колшамби и приглашаю вас посетить меня с тем, чтобы я мог посвятить это место для братства учеников Будды.Прошли годы, и основанный Панду монастырь Колшамби сделался местом собрания мудрых монахов и стал известным как центр просвещения для народа.",5,13
2,rus,"В это время соседний царь, услыхав о красоте драгоценных украшений, приготовляемых Панду, послал к нему своего казначея, чтобы заказать корону чистого золота, украшенную самыми драгоценными камнями Индии.Kогда Панду окончил эту работу, он поехал в столицу царя и, надеясь делать там торговые дела, взял с собой большой запас золота.Караван, везший его драгоценности, был охраняем вооруженными людьми, но когда он достиг гор, то разбойники, с Магадутой, ставшим атаманом их, во главе, напади на него, побили охрану и захватили все драгоценные камни и золото.Сам Панду едва спасся.Это несчастие было большим ударом для благосостояния Панду: богатство его значительно уменьшилось.",5,14
2,rus,"Панду был очень огорчен, но переносил свои несчастия без ропота; он думал: «Я заслужил эти потери грехами, совершенными мною в моей прежней жизни.Я в молодости был жесток с народом; и если я теперь пожинаю плоды своих дурных дел, то мне нельзя жаловаться».Так как он стал много добрее ко всем существам, то несчастья его послужили только к очищению его сердца.Опять прошли годы, и случилось, что Пантака, молодой монах и ученик Нарады, путешествуя в горах Колшамби, попал в руки разбойников.Так как у него не было никакой собственности, атаман разбойников крепко избил его и отпустил.",5,15
2,rus,"На следующее утро Пантака, идя через лес, услыхал шум битвы и, придя на этот шум, увидал много разбойников, которые с бешенством нападали на своего атамана Магадуту.Магадута, как лев, окруженный собаками, отбивался от них и убил многих из нападавших.Но врагов его было слишком много, и под конец он был побежден и упал на землю замертво, покрытый ранами.Как только разбойники ушли, молодой монах подошел к лежавшим, желая подать помощь раненым.Но все разбойники ы были уже мертвы, только в начальнике их оставалось немного жизни.",5,16
2,rus,"Монах тотчас же направился к ручейку, бежавшему невдалеке, принес свежей воды в своем кувшине и подал умирающему.Магадута открыл глаза и, скрипя зубами, сказал:  — Где эти неблагодарные собаки, которых я столько раз водил к победе и успеху?Без меня они скоро погибнут, как затравленные охотником шакалы.  — Не думайте о ваших товарищах и участниках вашей грешной жизни, — сказал Пантака, — но подумайте о вашей душе п и воспользуйтесь в последний час той возможностью спасенья, которая представляется вам.Вот вам вода для питья, дайте я перевяжу ваши раны.Может быть, мне и удастся спасти вашу жизнь.  — Это бесполезно, — отвечал Магадута, — я приговорен; негодяи смертельно ранили меня.",5,17
2,rus,"Неблагодарные подлецы!Они били меня теми ударами, которым я научил их.  — Вы пожинаете то, что посеяли, — продолжал монах. — Если бы вы учили своих товарищей делам добра, вы бы и получили от них добрые поступки.Но вы учили их убийству, и зо потому вы через свои дела убиты их рукою.  — Ваша правда, — отвечал атаман разбойников: — я заслужил свою участь, но как тяжел мой жребий тем, что я должен пожать плод всех моих дурных дел в будущих существованиях.Научите меня, святой отец, что я могу сделать, чтобы облегчить мою жизнь от грехов, которые давят меня, как скала, наваленная мне на грудь.И Пантака сказал:  — Искорените ваши грешные желания, уничтожьте злые страсти и наполните свою душу добротою ко всем существам.",5,18
2,rus,"Атаман сказал:  — Я делал много зла и не делал добра.Как могу я выпутаться из той сети горя, которую я связал из злых желаний моего сердца?Моя карма повлечет меня в ад, я никогда не буду в состоянии вступить на путь спасения.И монах сказал:  —Да, ваша карма пожнет в будущих воплощениях плоды тех семян, которые вы посеяли.Для делателя дурных дел нет избавления от последствий своих дурных поступков.",5,19
2,rus,"Но не отчаивайтесь: всякий человек может спастись, но только с тем условием, чтобы он искоренил из себя заблуждение личности.Как пример этого, я расскажу вам историю великого разбойника Кандаты, который умер нераскаянным и вновь родился дьяволом в аду, где он мучился за свои дурные дела самыми ужасными страданиями.Он был уже в аду много лет и не мог избавиться от своего бедственного положения, когда Будда явился на земле и достиг блаженного состояния просветления.В это достопамятное время луч света попал и в ад, возбудив во всех демонах жизнь и надежду, и разбойник Кандата громко закричал: «О, Будда блаженный, сжалься надомной!Я страшно страдаю; и хотя я делал зло, я желаю теперь идти по пути праведности.",5,20
2,rus,"Но я не могу выпутаться из сети горя; помоги мне, господи, сжалься надо мной!»Закон кармы таков, что злые дела ведут к погибели.Когда Будда услышал просьбу страдающего в аду демона, он послал к нему паука на паутине, и паук сказал: «Схватись за мою паутину и вылезай по ней из ада».Когда паук исчез из вида, Кандата схватился за паутину и стал вылезать по ней.Паутина была так крепка, что не обрывалась, и он поднимался по ней всё выше и выше.",5,21
2,rus,"Вдруг он почувствовал, что нить стала дрожать и колебаться, потому что за ним начинали лезть по паутине и другие страдальцы.Кандата испугался; он видел тонкость паутины и видел, что она растягивается от увеличившейся тяжести.Но паутина всё еще держала его.Кандата перед этим смотрел только вверх, теперь же он посмотрел вниз и увидел, что за ним лезла по паутине бесчисленная толпа жителей ада.«Как может эта тонкая нить вынести тяжесть всех этих людей», — подумал он и, испугавшись, громко закричал: «Пустите паутину, она моя!»",5,22
2,rus,"И вдруг паутина оборвалась, и Кандата упал назад в ад.Заблуждение личности еще жило в Кандате.Он не знал чудесной силы искреннего стремления вверх для того, чтобы вступить на путь праведности.Стремление это тонко, как паутина, но оно поднимет миллионы людей, и чем больше будет людей лезть по паутине, тем легче будет каждому из них.Но как только в сердце человека возникнет мысль, что паутина эта моя, что благо праведности принадлежит мне одному и что пусть никто не разделяет его со мной, то нить обрывается, и ты падаешь назад в прежнее состояние отдельной личности; отдельность же личности есть проклятие, а единение есть благословение.",5,23
2,rus,"Что такое ад?Ад есть не что иное, как себялюбие, а нирвана есть жизнь общая...  — Дайте же мне ухватиться за паутину, — сказал умирающий атаман разбойников Магадута, когда монах кончил свой рассказ, — и я выберусь из пучины ада.Магадута пробыл несколько минут в молчании, собираясь с мыслями, потом он продолжал:  — Выслушайте меня, я признаюсь вам.Я был слугою у Панду, ювелира из Колшамби.Но после того, как он несправедливо истязал меня, я убежал от него и стал атаманом разбойников.",5,24
2,rus,"Несколько времени тому назад я узнал от моих разведчиков, что он проезжает через горы, и я ограбил его, отнял у него большую часть его состояния.Подите теперь к нему и скажите ему, что я простил его от всего сердца за оскорбление, которое он несправедливо нанес мне, и прошу его простить меня за то, что я ограбил его.Когда я жил с ним, сердце его было жестоко как камень, и я научился от него его себялюбию.Я слышал, что он теперь стал добродушен и что на него указывают, как на образец доброты и справедливости.Я не хочу оставаться в долгу у него; поэтому скажите ему, что я сохранил золотую корону, которую он сделал для царя, и все его сокровища и спрятал их в подземелье.",5,25
2,rus,"Только два разбойника знали это место, и теперь они оба мертвые; пусть Панду возьмет с собою вооруженных людей и придет к этому месту и возьмет назад ту собственность, которой я лишил его.После этого Магадута рассказал, где было подземелье, и умер на руках Пантаки.Как скоро молодой монах Пантака вернулся в Колшамби, он пошел к ювелиру и рассказал ему обо всем, что случилось в лесу.И Панду пошел с вооруженными людьми к подземелью и взял из него все сокровища, которые атаман спрятал в нем.И они с почестью похоронили атамана и его убитых товарищей, и Пантака над могилой, рассуждая о словах Будды, сказал следующее:  «Личность делает зло, личность же и страдает от него.",5,26
2,rus,"Личность воздерживается от зла, и личность очищается.Чистота и нечистота принадлежат личности: никто не может очистить другого.Человек сам должен сделать усилие; Будды только проповедники».«Наша карма, — сказал еще монах Пантака, — не есть произведение Шивары, или Брамы, или Индры, или какого-нибудь из богов, — наша карма есть последствие наших поступков.Моя деятельность есть утроба, которая носит меня, есть наследство, которое достается мне, есть проклятие моих злых дел и благословение моей праведности.",5,27
2,rus,"Моя деятельность есть единственное средство моего спасения».Панду привез назад в Колшамби все свои сокровища, и, с умеренностью пользуясь своим столь неожиданно возвращенным богатством, он спокойно и счастливо прожил свою остальную жизнь, и когда он умирал, уже в преклонных летах, и все его сыновья, дочери и внуки собрались около него, он сказал им:  — Милые дети, не осуждайте других в своих неудачах.Ищите причины ваших бед в самих себе.И если вы не ослеплены тщеславием, вы найдете ее, а найдя ее, вы сумеете избавиться от зла.Лекарство от ваших бед в вас самих.",5,28
2,rus,"Пусть ваш умственный взор никогда не покрывается покровом Майи...Помните те слова, которые были талисманом моей жизни:  «Тот, кто делает больно другому, делает зло себе.Тот, кто помогает другому, помогает себе.Пусть исчезнет обман личности — и вы вступите на путь праведности».",5,29
2,rus,"Панду, богатый ювелир браминской касты, ехал с своим слугой в Бенарес.Догнав по пути монаха почтенного вида, который шел по тому же направлению, он подумал сам с собой: «Этот монах имеет благородный и святой вид.Общение с добрыми людьми приносит счастье; если он также идет в Бенарес, я приглашу его ехать со мной в моей колеснице».И, поклонившись монаху, он спросил его, куда он идет, и, узнав, что монах, имя которого было Нарада, идет также в Бенарес, он пригласил его в свою колесницу.  — Благодарю вас за вашу доброту, — сказал монах брамину, — я действительно измучен продолжительным путешествием.Не имея собственности, я не могу вознаградить вас деньгами, но может случиться, что я буду в состоянии воздать вам каким-либо духовным сокровищем из богатства знания, которое я приобрел, следуя учению Сакия Муни, блаженного великого Будды, учителя человечества.Они поехали вместе в колеснице, и Панду дорогою слушал с удовольствием поучительные речи Нарада.Проехав один час, они подъехали к месту, где дорога была размыта с обеих сторон и телега земледельца с сломанным колесом загораживала путь.Девала, владетель телеги, ехал в Бенарес, чтобы продать свой рис, и торопился поспеть до зари следующего утра.Если бы он опоздал днем, покупатели риса могли уже уехать из города, скупив нужное им количество риса.Когда ювелир увидал, что он не может продолжать путь, если телега земледельца не будет сдвинута, он рассердился и приказал Магадуте, рабу своему, сдвинуть телегу в сторону, так, чтобы колесница могла проехать.",10,1
2,rus,"Земледелец противился, потому что воз его лежал так близко к обрыву, что мог рассыпаться, если его тронуть, но брамин не хотел слушать земледельца и приказал своему слуге сбросить воз с рисом.Магадута, необыкновенно сильный человек, находивший удовольствие в оскорблении людей, повиновался, прежде чем монах мог вступиться, и сбросил воз.Когда Панду проехал и хотел продолжать свой путь, монах выскочил из его колесницы и сказал:  — Извините меня, господин, за то, что я покидаю вас.Бла-' годарю вас за то, что вы по своей доброте позволили мне проехать один час в вашей колеснице.Я был измучен, когда вы посадили меня, но теперь благодаря вашей любезности я отдохнул.Признав же в этом земледельце воплощение одного из ваших предков, я не могу ничем лучше вознаградить вас за вашу доброту, как тем, чтобы помочь ему в его несчастье.Брамин взглянул с удивлением на монаха.  — Вы говорите, что этот земледелец есть воплощение одного из моих предков; этого не может быть.  —Я знаю, — отвечал монах, — что вам неизвестны те сложные и значительные связи, которые соединяют вас с судьбою этого земледельца.Но от слепого нельзя ожидать того, чтобы он видел, и потому я сожалею о том, что вы вредите сами себе, и постараюсь защитить вас от тех ран, которые вы собираетесь нанести себе.Богатый купец не привык к тому, чтобы его укоряли; чувствуя же, что слова монаха, хотя и сказанные с большой добротой, содержали в себе язвительный упрек, он приказал слуге своему тотчас же ехать далее.Монах поздоровался с Девалой земледельцем и стал помогать ему в починке его телеги и в том, чтобы подобрать рассыпавшийся рис.",10,2
2,rus,"Дело шло быстро, и Девала подумал:  «Этот монах, должно быть, святой человек, — ему как будто помогают невидимые духи.Спрошу его, чем я заслужил жестокое со мной обращение гордого брамина».И он сказал:  . —Почтенный господин!не можете ли вы сказать мне, за что я потерпел несправедливость от человека, которому я никогда не сделал ничего худого?Монах сказал:  —Любезный друг, вы не потерпели несправедливости, но только потерпели в теперешнем существовании то, что вы совершили над этим брамином в прежней жизни.И я не ошибусь, сказавши, что даже и теперь вы бы сделали над брамином то же самое, что он сделал с вами, если бы были на его месте и имели такого же сильного слугу.Земледелец признался, что если бы он имел власть, то не раскаялся бы, поступив с другим человеком, загородившим ему дорогу, так же, как брамин поступил с ним.Рис был убран в воз, и монах с земледельцем приближались уже к Бенаресу, когда лошадь вдруг шарахнулась в сторону.  —Змея, змея! — воскликнул земледелец.Но монах, пристально взглянув на предмет, испугавший лошадь, соскочил с телеги и увидал, что это был кошелек, полный золота.«Никто, кроме богатого ювелира, не мог потерять этот кошелек», — подумал он и, взяв кошелек, подал его земледельцу, сказав: —Возьмите этот кошелек и, когда будете в Бенаресе, подъезжайте к гостинице, которую я укажу вам, спросите брамина Панду и отдайте кошелек.",10,3
2,rus,"Он будет извиняться перед вами за грубость своего поступка, но вы скажите ему, что вы простили его и желаете ему успеха во всех его предприятиях, потому что, верьте мне, чем больше будут его успехи, тем лучше это будет для вас.Ваша судьба во многом зависит от его судьбы.Если бы Панду спросил у вас объяснений, то пошлите его в монастырь, где он всегда найдет меня в готовности помочь ему советом, если совет нужен ему.Панду между тем приехал в Бенарес и встретил Малмеку, своего торгового приятеля, богатого банкира.  — Я погиб, — сказал Малмека, — и не могу делать никаких 20 дел, если нынче же не куплю воз лучшего риса для царской кухни.Есть в Бенаресе мой враг банкир, который, узнав то,, что я сделал условие с царским дворецким о том, что я доставлю ему сегодня утром воз риса, желая погубить меня, скупил весь, рис в Бенаресе.Царский дворецкий не освободит меня от условия, и завтра я пропал, если Кришна не пошлет мне ангела с неба.В то время как Малмека жаловался на свое несчастье, Панду хватился своего кошелька.Обыскав свою колесницу и не найдя его, он заподозрил своего раба Магадуту и призвал полицейских, обвинил его и, велев привязать его, жестоко мучил, чтобы вынудить от него признание.Раб кричал, страдая:  — Я невиновен, отпустите меня!Я не могу переносить этих мук!",10,4
